Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Сервис-инженер,113,з/п не указана,Kaspi.kz,Вакансия опубликована 13 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Техническое обслуживание;Ремонт ПК;Выездное обслуживание;Мобильность;Техническая грамотность;,https://almaty.hh.kz/vacancy/79237099,,IT
Дефектоскопист,49,з/п не указана,ТОО Казфитингпласт,Вакансия опубликована 12 мая 2023 в Караганде,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80350549,,Сервисное обслуживание/производство
Помощник повара,40,от 100 000 до 100 000 KZT на руки,ТОО ДМЦ АЗБУКА,Вакансия опубликована 24 мая 2023 в Караганде,"Караганда, улица Луначарского, 31А",полный день,Полная занятость,Честный;Санпин;,https://almaty.hh.kz/vacancy/80922267,,
Заправщик АЗС,40,от 150 000 KZT на руки,ТОО Гелиос,Вакансия опубликована 15 мая 2023 в Караганде,Алматы,сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/80401293,,
Парикмахер-универсал,92,от 350 000 до 600 000 KZT на руки,ИП Оспанов Т.Ө.,Вакансия опубликована 29 мая 2023 в Караганде,"Караганда, улица Байкена Ашимова, 21",полный день,Полная занятость,Парикмахер;Барбер;Барбершоп;Салон красоты;Маникюр;Колорист;Укладка волос;Укладка;Причёски;Вечерние прически;Макияж;Визажист;Брови;Ресницы;Стрижка;,https://almaty.hh.kz/vacancy/81198596,,Юриспруденция
Оператор 1C,84,от 150 000 KZT на руки,ТОО Алтын Алма,Вакансия опубликована 16 мая 2023 в Караганде,"Караганда, Бытовая улица, 15",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79879555,,IT
Стекольщик,40,от 150 000 KZT на руки,ТОО SPARTA1 KZ,Вакансия опубликована 29 мая 2023 в Караганде,"Караганда, улица Резника, 35",полный день,Полная занятость,Пользователь ПК;Работа в команде;Способность обучать других;Поиск информации в интернет;Internet;,https://almaty.hh.kz/vacancy/81239348,,
Врач функциональной диагностики,24,от 250 000 KZT до вычета налогов,ТОО GIO TRADE,Вакансия опубликована 29 мая 2023 в Караганде,"Караганда, улица Сатыбалдина, 2",полный день,Частичная занятость,E9,https://almaty.hh.kz/vacancy/81236374,,Медицина
"Менеджер СМК, GPP",44,з/п не указана,ТОО Долголет,Вакансия опубликована 24 мая 2023 в Караганде,"Караганда, проспект Сакена Сейфуллина, 107/3",полный день,Полная занятость,Написание процедур;Многозадачность;Стандартизация;Организация рабочего процесса;Высшее образование;Желание учиться и развиваться;Ответственность и пунктуальность;Ответственный подход к работе;Стремление к профессиональному развитию;Добросовестное выполнение поставленных задач;Коммуникабельность;Стремление к саморазвитию;,https://almaty.hh.kz/vacancy/79181084,,Сервисное обслуживание/производство
Рекрутер / менеджер по подбору персонала,118,от 200 000 до 500 000 KZT до вычета налогов,Workle Pro,Вакансия опубликована 25 мая 2023 в Караганде,Алматы,удаленная работа,Частичная занятость,Подбор персонала;,https://almaty.hh.kz/vacancy/81024349,,Менеджмент
Автоэлектрик-диагност,5,от 100 000 KZT на руки,ТОО ТАУРИ Сервис,Вакансия опубликована 30 апреля 2023 в Караганде,"Караганда, улица Гоголя, 2/1",полный день,Полная занятость,"Пользователь ПК;Работа в команде;Работа в условиях многозадачности;Внимательность, ответственность;",https://almaty.hh.kz/vacancy/79948149,,Сервисное обслуживание/производство
Помощник заведующего складом,40,от 150 000 до 200 000 KZT на руки,ТОО Central Asia Parts,Вакансия опубликована 19 мая 2023 в Караганде,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80688202,,
Бухгалтер,18,от 100 000 до 150 000 KZT на руки,ИП AXIS,Вакансия опубликована 10 мая 2023 в Караганде,"Караганда, улица Рыбалко, 1А",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80078037,,Финансы
Торговый представитель,129,от 280 000 до 300 000 KZT на руки,ТОО ПАКТ,Вакансия опубликована 27 мая 2023 в Караганде,"Караганда, улица Ермекова, 59",полный день,Полная занятость,Планирование продаж;Навыки продаж;Проведение презентаций;,https://almaty.hh.kz/vacancy/78968631,,
Специалист по работе с клиентами/Оператор по обработке информации,40,от 160 000 KZT на руки,ТОО Пони Экспресс,Вакансия опубликована 26 мая 2023 в Караганде,"Караганда, улица Мустафина, 9/2",полный день,Полная занятость,Пользователь ПК;Грамотная речь;Работа в команде;Прием и распределение телефонных звонков;,https://almaty.hh.kz/vacancy/81099231,,
Начальник лаборатории контроля качества,168,з/п не указана,"Евразиан Фудс Корпорэйшн, АО",Вакансия опубликована 22 мая 2023 в Караганде,"Караганда, Бытовая улица, 20А",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/78869347,,Наука
ABA-терапист (ABA-инструктор),101,от 150 000 до 240 000 KZT на руки,ИП КАЛИЕВ Б.К.,Вакансия опубликована 28 мая 2023 в Караганде,"Караганда, улица Ержанова, 18",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/78991891,,Медицина
Кухонный рабочий,40,до 160 000 KZT на руки,ТОО ВЕЛЛЕТ,Вакансия опубликована 22 мая 2023 в Караганде,Алматы,Вахтовый метод,Полная занятость,Пользователь ПК;Работа в команде;Умение работать в команде;Общественное питание;Способность обучать других;,https://almaty.hh.kz/vacancy/80784548,,
Оператор производственной линии,128,от 220 000 до 260 000 KZT на руки,Металл Профиль - Казахстан,Вакансия опубликована 26 мая 2023 в Караганде,"Карагандинская область, Саранское шоссе, 8/6",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79988900,,Сервисное обслуживание/производство
Помощник Машиниста экструдера по производству полиэтиленовой пленки,85,от 220 000 до 220 000 KZT на руки,ТОО Жанатехпром,Вакансия опубликована 18 мая 2023 в Караганде,"Караганда, Ишимская улица, 3",сменный график,Полная занятость,Работа в команде;Умение работать в условиях многозадачности;нормальная физическая подготовка;работа с техникой электромеханической;,https://almaty.hh.kz/vacancy/80627642,,Сервисное обслуживание/производство
Мерчендайзер,77,от 80 000 до 80 000 KZT на руки,ТОО Масло-Дел,Вакансия опубликована 15 мая 2023 в Караганде,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80408662,,
Водитель-курьер ( на личном автомобиле),129,з/п не указана,"Lamoda.kz (Мода с доставкой, ТОО)",Вакансия опубликована 29 мая 2023 в Караганде,"Алматы, Театр имени Ауэзова, улица Манаса, 32А",сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/70881870,,
Швея-портной,141,от 150 000 до 200 000 KZT до вычета налогов,ТОО Ак бастау KZ,Вакансия опубликована 26 мая 2023 в Караганде,"Караганда, Механическая улица, 4",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81085455,,Сервисное обслуживание/производство
Специалист отдела контроля качества,40,от 15 000 руб. на руки,Home office,Вакансия опубликована 29 мая 2023 в Караганде,"Воронеж, Ленинский район, Бакунинский переулок, 11",удаленная работа,Частичная занятость,Работа в команде;Грамотность;Организационные навыки;Удаленная работа;Русский язык;,https://almaty.hh.kz/vacancy/80768961,,
Инженер-эксперт по обследованию зданий,46,от 100 000 до 350 000 KZT на руки,ТОО QRG Standart,Вакансия опубликована 11 мая 2023 в Караганде,"Караганда, Пассажирская улица, 10",полный день,Полная занятость,Пользователь ПК;Чтение чертежей;Ведение документации;Adobe Photoshop;Строительство;разработка чертежей;,https://almaty.hh.kz/vacancy/80282165,,Сервисное обслуживание/производство
Электромонтажник,143,от 200 000 до 250 000 KZT на руки,ТОО Stroy Tech LTD,Вакансия опубликована 18 мая 2023 в Караганде,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80627730,,Сервисное обслуживание/производство
"Сотрудник ресторана (повар-кассир) в BURGER KING, Караганда",94,з/п не указана,"ТОО “QSR” ,ТМ BURGER KING",Вакансия опубликована 29 мая 2023 в Караганде,Алматы,гибкий график,Частичная занятость,Клиентоориентированность;Стрессоустойчивость;,https://almaty.hh.kz/vacancy/79076762,,
Менеджер отдела продаж розничных продуктов,40,з/п не указана,АО Jusan Bank,Вакансия опубликована 22 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Пользователь ПК;Работа в команде;Грамотная речь;Навыки продаж;Активные продажи;,https://almaty.hh.kz/vacancy/79075486,,
Сборщик / монтажник,40,от 180 000 KZT на руки,ТОО Витрина плюс,Вакансия опубликована 29 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Работа в команде;Умение работать в коллективе;Ориентация на результат;,https://almaty.hh.kz/vacancy/81231726,,
Медицинский представитель,65,от 200 000 до 500 000 KZT на руки,ТОО Новатор Фарма,Вакансия опубликована 17 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Навыки продаж;Коммуникативные навыки;Навыки презентации;Работа в команде;Стрессоустойчивость;,https://almaty.hh.kz/vacancy/80547530,,Медицина
Дезинфектор (Специалист по борьбе с вредителями),85,от 250 000 KZT на руки,ТОО ORKIN,Вакансия опубликована 27 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Грамотная речь;Работа с людьми;Ориентация на клиента;Способность быстро обучаться;Умение общаться с людьми;,https://almaty.hh.kz/vacancy/80017253,,Сервисное обслуживание/производство
"Специалист по земельным ресурсам, Юридическая служба",146,з/п не указана,АО АрселорМиттал Темиртау,Вакансия опубликована 16 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Знание законодательства;Земельное право;Землепользование;Деловая переписка;,https://almaty.hh.kz/vacancy/80484075,,
Қолдау қызметінің маманы,121,от 140 000 KZT на руки,ТОО WOOPPAY,Вакансия опубликована 2 мая 2023 в Караганде,"Караганда, проспект Нурсултана Назарбаева, 15/1",гибкий график,Полная занятость,Работа с компьютером;Умение работать в условиях многозадачности;Инициативность;Ответственность;Умение работать с большим объёмом информации;Телефонные переговоры;Быстрый набор текста;Казахский — C1 — Продвинутый;,https://almaty.hh.kz/vacancy/79993320,,
Торговый представитель,129,з/п не указана,ТОО ФУД АЛЬЯНС,Вакансия опубликована 15 мая 2023 в Караганде,Алматы,полный день,Полная занятость,HoReCa;Проведение промо акций;Работа с дебиторской задолженностью;Холодные продажи;Традиционная розница;,https://almaty.hh.kz/vacancy/76535832,,
Бренд-менеджер (Brand/Product manager) по продвижению эксклюзивной продукции,68,з/п не указана,ТОО Аманат,Вакансия опубликована 19 мая 2023 в Караганде,"Караганда, проспект Сакена Сейфуллина 107/3",полный день,Полная занятость,Trade Marketing;Бренд-менеджмент;Маркетинговое планирование;ATL;Медиапланирование;Бизнес-планирование;Планирование маркетинговых кампаний;Стратегический маркетинг;Позиционирование бренда;Развитие бренда;Брендинг;Продвижение бренда;Проведение презентаций;Подготовка презентаций;Обучение персонала;Разработка маркетинговой стратегии;Размещение POS материалов;Маркетинговый анализ;Работа с opinion лидерами в социальных сетях;Ребрендинг;Аналитические исследования;Бизнес-анализ;Разработка нового продукта;Анализ конкурентной среды;,https://almaty.hh.kz/vacancy/76640573,,Менеджмент
Представитель по бренду Алтайские травы (аптечный сегмент) в г. Караганда,65,от 140 000 до 310 000 KZT на руки,ТОО Аманат,Вакансия опубликована 23 мая 2023 в Караганде,"Караганда, проспект Сакена Сейфуллина 107/3",полный день,Полная занятость,Активные продажи;Проведение презентаций;Ведение переговоров;Планирование продаж;Грамотная речь;Ориентация на результат;умение вести диалог;Работа с возражениями;Управление отношениями с клиентами;Ведение отчетности;Выявление потребностей;,https://almaty.hh.kz/vacancy/80867420,,Медицина
Специалист по качеству Поиска со знанием казахского языка,40,от 30 000 руб. на руки,Яндекс Крауд,Вакансия опубликована 25 мая 2023 в Караганде,Алматы,удаленная работа,Частичная занятость,E9,https://almaty.hh.kz/vacancy/79890394,,
Санитарка/санитар,40,з/п не указана,"ТОО Олимп КДЛ, ТМ (ТОО Мырза Хан)",Вакансия опубликована 22 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Умение работать в команде;Точность и внимательность к деталям;,https://almaty.hh.kz/vacancy/80823487,,
Младший горный инженер (стажер),40,з/п не указана,ТОО Sary-Arka Copper Processing,Вакансия опубликована 28 мая 2023 в Караганде,"Алматы, проспект Достык, 104",Вахтовый метод,Стажировка,Работа в команде;Деловое общение;MS PowerPoint;Micromine;Производственное планирование;,https://almaty.hh.kz/vacancy/80704982,,
Аппаратчик химводоочистки,40,з/п не указана,"Евразиан Фудс Корпорэйшн, АО",Вакансия опубликована 18 мая 2023 в Караганде,"Караганда, Бытовая улица, 20А",полный день,Полная занятость,Ответственный подход к работе;Умение работать в коллективе;Техническая подкованность;,https://almaty.hh.kz/vacancy/80624432,,
Бухгалтер,18,от 180 000 KZT до вычета налогов,ТОО Гелиос,Вакансия опубликована 2 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Движение денежных средств;Материальная ответственность;Пользователь ПК;Бухгалтерская отчетность;Кассовые операции;,https://almaty.hh.kz/vacancy/79990683,,Финансы
CAD/CAM оператор / зубной техник,40,з/п не указана,Центр дентальной имплантологии БАБТА (ИП Досжанов Б.О.),Вакансия опубликована 2 мая 2023 в Караганде,"Караганда, проспект Бухар жырау, 94",гибкий график,Частичная занятость,Пользователь ПК;Чистоплотность;Работа с ПК;Ответственность;Навыки составления отчетности;,https://almaty.hh.kz/vacancy/79967122,,
Финансовый консультант автокредитования (Караганда),137,з/п не указана,"Евразийский банк, АО",Вакансия опубликована 20 мая 2023 в Караганде,"Караганда, проспект Нуркена Абдирова, 3/2",полный день,Полная занятость,Ориентация на клиента;Пользователь ПК;оформление документации;Продажа кредитных продуктов;Клиентоориентированность;Работа с клиентами;,https://almaty.hh.kz/vacancy/79602889,,Финансы
Кухонный работник,94,от 95 000 до 110 000 KZT на руки,ИП ШАКАБАЕВ М.Р.,Вакансия опубликована 29 мая 2023 в Караганде,"Караганда, улица Таттимбета, 10/5",сменный график,Полная занятость,"Работа в команде;Поварское дело;Работа в условиях многозадачности;умение проявлять внимание, заинтересованность, дружелюбие;",https://almaty.hh.kz/vacancy/80891023,,
Младший горный мастер,40,з/п не указана,ТОО Sary-Arka Copper Processing,Вакансия опубликована 29 мая 2023 в Караганде,Алматы,Вахтовый метод,Полная занятость,Работа в команде;Умение работать в коллективе;Охрана труда и техника безопасности;Навыки работы с первичной документацией;Навыки составления отчетности;,https://almaty.hh.kz/vacancy/80564868,,
Product Manager (специалист по продукции),73,з/п не указана,Компания Витанова,Вакансия опубликована 10 мая 2023 в Караганде,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80226323,,Менеджмент
Торговый представитель,129,от 200 000 до 280 000 KZT до вычета налогов,ТОО Компания ВладИра,Вакансия опубликована 29 мая 2023 в Караганде,"Караганда, проспект Нурсултана Назарбаева, 53/1",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80000217,,
Стажер - мастер,100,до 120 000 KZT до вычета налогов,ТОО BI Construction & Engineering (ТМ BI GROUP),Вакансия опубликована 3 мая 2023 в Караганде,Алматы,полный день,Стажировка,E9,https://almaty.hh.kz/vacancy/80043151,,
Помощник категорийного менеджера,54,от 150 000 до 195 000 KZT до вычета налогов,ТОО Людмила-KZ TM Аян,Вакансия опубликована 23 мая 2023 в Караганде,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80878298,,Менеджмент
Инспектор ЛПЦ (листо-прокатного цеха),149,от 160 000 до 180 000 KZT на руки,ТОО СЖС Казахстан ЛТД,Вакансия опубликована 24 мая 2023 в Караганде,"Темиртау, проспект Республики, 1/2, 4 этаж",сменный график,Полная занятость,Ведение отчетности;Умение работать в коллективе;,https://almaty.hh.kz/vacancy/80957152,,Сервисное обслуживание/производство
"Торговый представитель, пригород и ближняя область",129,от 290 000 до 310 000 KZT на руки,ТОО ПАКТ,Вакансия опубликована 29 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Планирование продаж;Навыки продаж;,https://almaty.hh.kz/vacancy/78064955,,
Повар,94,з/п не указана,ТОО MAGNUM. Команда магазинов/Дүкендер командасы,Вакансия опубликована 11 мая 2023 в Караганде,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80280288,,
Мерчендайзер Эрманн по работе с ключевыми клиентами,77,от 160 000 KZT на руки,ТОО Алтын Алма,Вакансия опубликована 16 мая 2023 в Караганде,"Караганда, Бытовая улица, 15",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80490607,,
Автомойщик,5,от 100 000 до 200 000 KZT на руки,ТОО Вираж Сервис Казахстан,Вакансия опубликована 12 мая 2023 в Караганде,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80335098,,Сервисное обслуживание/производство
"Мастер сервисного центра в ТРЦ ""Grand Store""",162,до 170 000 KZT на руки,Спортмастер Казахстан,Вакансия опубликована 27 мая 2023 в Караганде,Алматы,сменный график,Полная занятость,Гарантийное обслуживание;Умение работать в команде;Консультирование клиентов;,https://almaty.hh.kz/vacancy/80642986,,Сервисное обслуживание/производство
Ассистент менеджера по работе с клиентами,54,з/п не указана,Компания Витанова,Вакансия опубликована 4 мая 2023 в Караганде,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80103056,,Менеджмент
Оператор (заправщик) заправочных станций,40,з/п не указана,ТОО QazaqOil (PetroRetail),Вакансия опубликована 24 мая 2023 в Караганде,Алматы,сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/80922848,,
Шиномонтажник-Автослесарь,5,от 200 000 до 260 000 KZT на руки,ТОО ЭЙКОС,Вакансия опубликована 15 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Умение принимать решения;Планирование карьеры;Выносливость;Материальная ответственность;Умение работать в условиях многозадачности;,https://almaty.hh.kz/vacancy/79136784,,Сервисное обслуживание/производство
Фармацевт-провизор (г.Астана),133,от 200 000 KZT на руки,ИП Сайлыбаева,Вакансия опубликована 29 мая 2023 в Караганде,Алматы,сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/79985020,,Медицина
Преподаватель английского языка,132,от 400 до 800 USD на руки,АнтиШкола,Вакансия опубликована 27 мая 2023 в Караганде,Алматы,удаленная работа,Полная занятость,Английский язык;Грамотная речь;Преподаватель;Грамотность;Организаторские навыки;Обучение;Работа с людьми;Групповое обучение;Английский — B2 — Средне-продвинутый;,https://almaty.hh.kz/vacancy/80454391,,
Электромеханик,111,от 170 000 KZT до вычета налогов,АО Транстелеком,Вакансия опубликована 22 мая 2023 в Караганде,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80816340,,Сервисное обслуживание/производство
Инспектор по взысканию (Караганда),40,от 300 000 до 400 000 KZT на руки,ТОО Коллекторское агентство Национальная служба взыскания,Вакансия опубликована 26 мая 2023 в Караганде,"Караганда, улица Комиссарова, 6",полный день,Полная занятость,Пользователь ПК;Телефонные переговоры;Работа с большим объемом информации;Умение работать в коллективе;Ведение переговоров;,https://almaty.hh.kz/vacancy/76929427,,
Инспектор по возврату долгов,40,от 300 000 до 350 000 KZT на руки,ТОО Коллекторское агентство Национальная служба взыскания,Вакансия опубликована 18 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Казахский — B2 — Средне-продвинутый;,https://almaty.hh.kz/vacancy/75625647,,
"IT-наставник для детей по разработке игр (Minecraft, Roblox)",96,до 80 000 руб. на руки,Skyeng,Вакансия опубликована 10 мая 2023 в Караганде,Алматы,удаленная работа,Частичная занятость,Разработка компьютерных Игр;Minecraft;Roblox;Программирование для детей;Преподаватель;Преподавание;Обучение;,https://almaty.hh.kz/vacancy/80255595,,IT
Оператор-консультант,121,от 43 000 до 47 000 руб. на руки,Инсофт,Вакансия опубликована 19 мая 2023 в Караганде,Алматы,удаленная работа,Полная занятость,Грамотная речь;Пользователь ПК;,https://almaty.hh.kz/vacancy/80726008,,
Электрогазосварщик,109,от 88 000 до 114 000 руб. на руки,ЗАО ЭнергоСтрой,Вакансия опубликована 28 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Сварочные работы;Производство строительно-монтажных работ;Монтаж металлоконструкций;Слесарные работы;Строительство;,https://almaty.hh.kz/vacancy/78247881,,Сервисное обслуживание/производство
Слесарь по ремонту оборудования,63,от 170 000 до 230 000 KZT на руки,ТОО Жанатехпром,Вакансия опубликована 16 мая 2023 в Караганде,"Караганда, Ишимская улица, 3",сменный график,Полная занятость,"Работа в условиях многозадачности;Работа в команде;Ответственность и пунктуальность;Способность анализировать проблемы, эффективно искать пути их решения;",https://almaty.hh.kz/vacancy/80478591,,
Машинист (кочегар) котельной,63,от 250 000 KZT до вычета налогов,ТОО TANSU CONSTRUCTION,Вакансия опубликована 5 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Легкая обучаемость;Добросовестность;Коммуникабельность;,https://almaty.hh.kz/vacancy/80130918,,
Машинист бульдозера,63,от 130 000 до 130 000 руб. на руки,ООО Дорожно-строительный трест № 1,Вакансия опубликована 22 мая 2023 в Караганде,Алматы,Вахтовый метод,Полная занятость,E9,https://almaty.hh.kz/vacancy/79700322,,
Монтажник,78,от 110 000 до 200 000 KZT на руки,ТОО КазПромМетиз,Вакансия опубликована 29 мая 2023 в Караганде,"Караганда, Бытовая улица, 15",полный день,Полная занятость,Пользователь ПК;Работа в команде;Выездное обслуживание;MS Dos;установка;,https://almaty.hh.kz/vacancy/80305157,,
Фармацевт,133,от 140 000 до 220 000 KZT на руки,"ТОО EUROPHARMA, ТМ (ТОО AK NIET GROUP)",Вакансия опубликована 11 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Пользователь ПК;Работа в команде;Материальная ответственность;Умение работать в команде;Работа с людьми;,https://almaty.hh.kz/vacancy/80300428,,Медицина
Специалист по взысканию просроченной задолженности,146,от 140 000 до 400 000 KZT на руки,ТОО Коллекторское агентство Эксперт,Вакансия опубликована 26 мая 2023 в Караганде,"Караганда, Московская улица, 4/1",полный день,Полная занятость,Грамотная речь;Работа в команде;Телефонные переговоры;Деловое общение;Грамотность;,https://almaty.hh.kz/vacancy/81103017,,
Оператор call-центра (удаленно),40,з/п не указана,ТОО АНТАЛ БИЗНЕС РЕШЕНИЯ (ТМ Antal Kazakhstan),Вакансия опубликована 15 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Консультирование клиентов по телефону;проведение опросов общественного мнения;Пользователь ПК;Грамотная речь;Консультирование;Работа с людьми;Консультирование клиентов;Работа с клиентами;Уверенное знание ПК;Умение работать с клиентами;входящие звонки;исходящие звонки;,https://almaty.hh.kz/vacancy/80440896,,
Шихтовщик-дозировщик,85,от 100 000 до 220 000 KZT на руки,ТОО Seven Refractories Asia (Севен Рефракториз Азия),Вакансия опубликована 27 мая 2023 в Караганде,Алматы,сменный график,Полная занятость,Работа в команде;Физическая выносливость;Готовность обучаться;Выносливость;Легкообучаемый;,https://almaty.hh.kz/vacancy/77534885,,Сервисное обслуживание/производство
Сборщик-комплектовщик,40,до 138 000 KZT на руки,ТОО FSSA,Вакансия опубликована 27 мая 2023 в Караганде,Алматы,полный день,Полная занятость,"Ответственность;Коммуникабельность, ответственность;Усердность;Добропорядочность;",https://almaty.hh.kz/vacancy/79867487,,
Помощник бухгалтера,18,от 100 000 KZT на руки,ТОО КИТ-21,Вакансия опубликована 28 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Пользователь ПК;Первичная бухгалтерская документация;Заключение договоров;1С: Предприятие 8;Первичная документация;,https://almaty.hh.kz/vacancy/80206113,,Финансы
Бухгалтер материального стола,18,от 195 000 до 200 000 KZT на руки,ТОО Explosion Solutions,Вакансия опубликована 4 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Учет материалов;1С: Бухгалтерия и склад;Основные средства;Первичная документация;,https://almaty.hh.kz/vacancy/80079371,,Финансы
"Оператор 1С, г. Караганда",40,от 150 000 KZT до вычета налогов,ТОО RG Brands Kazakhstan,Вакансия опубликована 3 мая 2023 в Караганде,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80029849,,
Бухгалтер-оператор,18,до 95 000 KZT до вычета налогов,ТОО Казахский Продукт,Вакансия опубликована 11 мая 2023 в Караганде,Алматы,полный день,Частичная занятость,"Пользователь ПК;Internet;Высокие коммуникативные навыки;Коммуникабельность, стрессоустойчивость;Материальная ответственность;Отчеты;",https://almaty.hh.kz/vacancy/80273689,,Финансы
Психолог Дефектолог / Социальный работник-Логопед,132,от 100 000 до 150 000 KZT на руки,ТОО АБИЛИТАЦИОННЫЙ ЦЕНТР АМАЛИЯ,Вакансия опубликована 15 мая 2023 в Караганде,"Караганда, улица Чехова, 17",полный день,Полная занятость,Работа в команде;Умение работать с детьми;Терпеливость;,https://almaty.hh.kz/vacancy/80424445,,
Торговый представитель,129,от 200 000 до 250 000 KZT на руки,ТОО RostFood KZ,Вакансия опубликована 11 мая 2023 в Караганде,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80271140,,
Мобилограф / SMM менеджер,3,от 150 000 до 600 000 KZT до вычета налогов,ИП Русина,Вакансия опубликована 19 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Рекламная съемка;Идейность;Генерация идей;Монтаж видео;Instagram;Видеосъемка;Работа в команде;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/80727744,,Менеджмент
Администратор салона красоты,8,от 80 000 до 140 000 KZT на руки,ИП КАДАРМЕНОВА Ж.О.,Вакансия опубликована 4 мая 2023 в Караганде,"Караганда, проспект Бухар Жырау, 55/6",полный день,Полная занятость,Пользователь ПК;Работа в команде;Грамотная речь;Телефонные переговоры;Консультирование клиентов по телефону;,https://almaty.hh.kz/vacancy/80108786,,
Торговый представитель,129,до 500 000 KZT до вычета налогов,ТОО Мега Вкус,Вакансия опубликована 23 мая 2023 в Караганде,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80888521,,
Администратор в языковой центр InterPress IH Karaganda,8,от 150 000 до 225 000 KZT до вычета налогов,ТОО KARAGANDA ELT,Вакансия опубликована 24 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Пользователь ПК;Грамотная речь;Английский язык;Грамотность;Работа в команде;,https://almaty.hh.kz/vacancy/80935802,,
Контент-менеджер,103,от 100 000 до 160 000 KZT на руки,ИП Лебедева Л.Т.,Вакансия опубликована 25 мая 2023 в Караганде,Караганда,полный день,Полная занятость,Пользователь ПК;Работа в команде;Грамотная речь;Поиск информации в интернет;Internet;,https://almaty.hh.kz/vacancy/81018457,,Массмедиа
Администратор студии загара,8,от 150 000 до 190 000 KZT на руки,ИП Маслова А.А,Вакансия опубликована 22 мая 2023 в Караганде,"Караганда, микрорайон Степной-3, 3Б",полный день,Полная занятость,Пользователь ПК;,https://almaty.hh.kz/vacancy/80789785,,
Дизайнер-консультант,34,от 180 000 до 250 000 KZT на руки,ИП Макаренко А.Ю,Вакансия опубликована 16 мая 2023 в Караганде,"Караганда, проспект Бухар Жырау, 59/2",полный день,Полная занятость,CorelDRAW;Пользователь ПК;Adobe Photoshop;Креативность;Графические редакторы;Photoshop;Готовность к командному труду;Желание обучаться;Грамотная речь;Творческое мышление;Творческий;Быстро учусь;Творчество;Продажи;,https://almaty.hh.kz/vacancy/80470631,,Массмедиа
Менеджер по работе с водителями,5,от 200 000 до 350 000 KZT на руки,ИП ИП ИГЕНОВ Е М,Вакансия опубликована 23 мая 2023 в Караганде,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80886656,,Сервисное обслуживание/производство
Стажер в отдел снабжения (г. Караганда),66,з/п не указана,АО ИП Эфес Казахстан,Вакансия опубликована 29 мая 2023 в Караганде,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81198379,,Менеджмент
