Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Администратор салона красоты,8,от 180 000 до 230 000 KZT на руки,ИП Оспанов Т.Ө.,Вакансия опубликована 14 мая 2023 в Караганде,"Караганда, улица Байкена Ашимова, 21",полный день,Полная занятость,Администратор;Управляющий;Секретарь;,https://almaty.hh.kz/vacancy/80391495,,
Тайный проверяющий,40,от 100 000 до 150 000 KZT до вычета налогов,ООО 4Service Holdings GmbH,Вакансия опубликована 23 мая 2023 в Караганде,Алматы,полный день,Частичная занятость,E9,https://almaty.hh.kz/vacancy/80885419,,
Визитный мерчандайзер (подработка),77,до 77 000 KZT на руки,ТОО БТЛ МЫ (Планограмма),Вакансия опубликована 4 мая 2023 в Караганде,Алматы,гибкий график,Частичная занятость,Работа в команде;Гибкость;Мерчендайзинг;Мобильный мерчандайзинг;Работа с магазинами премиум-класса;Работа с магазинами эконом-класса;Блочная выкладка товара;Линейная выкладка товара;Ведение отчетности;Локальные сети;Федеральные сети;Контроль сроков годности;Русский — B2 — Средне-продвинутый;,https://almaty.hh.kz/vacancy/80098477,,
Администратор ресепшен,8,от 130 000 KZT на руки,ТОО Reikartz Hotel Group (РХМ Казахстан),Вакансия опубликована 29 мая 2023 в Караганде,Алматы,сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/81202177,,
Регистратор,8,з/п не указана,"ТОО Олимп КДЛ, ТМ (ТОО Мырза Хан)",Вакансия опубликована 22 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Работа в команде;Грамотная речь;Умение работать в команде;Навыки межличностного общения;,https://almaty.hh.kz/vacancy/80817990,,
Мерчендайзер,77,от 220 000 до 220 000 KZT до вычета налогов,"Евразиан Фудс Корпорэйшн, АО",Вакансия опубликована 23 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Выкладка товаров;Блочная выкладка товара;Пополнение товарных запасов;Линейная выкладка товара;Дегустации;,https://almaty.hh.kz/vacancy/80889064,,
Весовщик,85,от 170 000 KZT до вычета налогов,ТОО YDD CORPORATION» (УАЙДИДИ КОРПОРЕЙШН),Вакансия опубликована 29 мая 2023 в Караганде,"Караганда, 018-й учетный квартал",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81101101,,Сервисное обслуживание/производство
Менеджер (оператор) службы доставки,40,до 230 000 KZT на руки,ТОО Алып-2008,Вакансия опубликована 22 мая 2023 в Караганде,"Караганда, микрорайон Степной-3, 3Б",полный день,Полная занятость,Пользователь ПК;Грамотная речь;Работа в команде;Обучение персонала;Грамотность;Деловое общение;Телефонные переговоры;Консультирование клиентов по телефону;Уверенный пользователь ПК;Сообразительность;Оформление возврата продукции;,https://almaty.hh.kz/vacancy/80787311,,
Формовщик,40,от 300 000 до 350 000 KZT на руки,ТОО TH TBZ,Вакансия опубликована 12 мая 2023 в Караганде,"Караганда, улица Резника, 24",полный день,Полная занятость,Adobe Reader;Высшее образование;принимать решения и за их результаты отвечать самостоятельно;Работа в условиях многозадачности;Желание обучаться;,https://almaty.hh.kz/vacancy/80334410,,
Manager of Parts Department,66,от 270 000 до 300 000 KZT на руки,ИП 36 задач,Вакансия опубликована 14 мая 2023 в Караганде,"Караганда, улица Гоголя, 34А",полный день,Полная занятость,Внимательность к деталям;Самоорганизованность;Закупки;Английский — B1 — Средний;,https://almaty.hh.kz/vacancy/80388737,,Менеджмент
Специалист технической поддержки,121,от 220 000 KZT на руки,ТОО Flip.kz,Вакансия опубликована 12 мая 2023 в Караганде,"Караганда, улица Гапеева, 9/2",полный день,Полная занятость,Опытный пользователь ПК;Готовность обучаться;,https://almaty.hh.kz/vacancy/80354019,,
Администратор ресепшен в отель SENATOR,8,з/п не указана,ТОО Евротехно Логистик,Вакансия опубликована 23 мая 2023 в Караганде,"Караганда, проспект Нурсултана Назарбаева, 33/4",полный день,Полная занятость,Английский язык;Грамотная речь;Работа в команде;Заинтересованность;способность быстро обучаться и легко воспринимать крупные объемы информации;,https://almaty.hh.kz/vacancy/78969342,,
Рекрутер (удаленно),118,от 350 000 KZT на руки,ТОО Oktrening,Вакансия опубликована 2 мая 2023 в Караганде,Алматы,удаленная работа,Полная занятость,Грамотная речь;Телефонные переговоры;Работа с большим объемом информации;Грамотность;Деловая коммуникация;Навыки презентации;Подбор сотрудников;Zoom;Оперативный поиск информации в сети Интернет;Оценка кандидатов;Массовый подбор персонала;Подбор персонала;Опытный пользователь ПК;проведение групповых интервью;,https://almaty.hh.kz/vacancy/79965828,,Менеджмент
Начинающий маркетолог,68,з/п не указана,ТОО Компания Hoster.KZ,Вакансия опубликована 15 мая 2023 в Караганде,"Караганда, улица Комиссарова, 45Г",полный день,Полная занятость,Работа с большим объемом информации;Продвижение в социальных группах;Тайм-менеджмент;Битрикс24;Активность;Идейность;GoogleDocs;,https://almaty.hh.kz/vacancy/80403587,,Менеджмент
Менеджер по приёму заказов,54,от 130 000 до 300 000 KZT до вычета налогов,"ИП Print Shop, ТМ (Черемухина, ИП)",Вакансия опубликована 29 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Деловое общение;Деловая переписка;Навыки межличностного общения;Грамотная речь;оформление документации;Пользователь ПК;Работа с людьми;Работа в команде;Грамотность;Работа с большим объемом информации;Работа с клиентами;Корпоративная этика;Точность и внимательность к деталям;Ведение переговоров;1С: Предприятие: Розница;,https://almaty.hh.kz/vacancy/81214953,,Менеджмент
Специалист,40,з/п не указана,МЕДИЦИНСКИЙ УНИВЕРСИТЕТ КАРАГАНДЫ,Вакансия опубликована 19 мая 2023 в Караганде,"Караганда, улица Гоголя, 40",полный день,Полная занятость,MS PowerPoint;Деловая переписка;Английский язык;,https://almaty.hh.kz/vacancy/80711461,,
Помощник кондитера,40,з/п не указана,ТОО Мир ТорТини,Вакансия опубликована 16 мая 2023 в Караганде,"Караганда, улица Молокова, 47",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80502369,,
Мерчендайзер,77,от 200 000 до 200 000 KZT до вычета налогов,ТОО Dizzy,Вакансия опубликована 10 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Ответственность;Коммуникабельность;дисциплинированность;Целеустремленность;,https://almaty.hh.kz/vacancy/80264458,,
Агент по бронированию и выписке авиабилетов,40,з/п не указана,ТОО Global Air,Вакансия опубликована 17 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Умение работать с клиентами;Умение работать в условиях многозадачности;Выписка групповых авиабилетов;Системы бронирования;Ведение деловой переписки;MS Outlook;Amadeus;Авиабилеты;Английский — B1 — Средний;,https://almaty.hh.kz/vacancy/79918479,,
Рентген-лаборант,40,от 170 000 KZT на руки,ТОО Voxel-Kazakhstan,Вакансия опубликована 22 мая 2023 в Караганде,"Караганда, улица Ерубаева, 58",гибкий график,Полная занятость,Работа в команде;Грамотная речь;,https://almaty.hh.kz/vacancy/80832223,,
Торговый представитель,129,от 150 000 до 380 000 KZT до вычета налогов,ТОО Dizzy,Вакансия опубликована 29 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Ответственность;Коммуникабельность;дисциплинированность;Целеустремленность;,https://almaty.hh.kz/vacancy/80264440,,
Менеджер учебного процесса,40,от 140 000 до 200 000 KZT на руки,ТОО ITSTEP Academy Almaty,Вакансия опубликована 17 мая 2023 в Караганде,"Караганда, проспект Бухар Жырау, 75/3",полный день,Полная занятость,Грамотная речь;Пользователь ПК;Организаторские навыки;Работа в команде;Работа с большим объемом информации;Умение разрешить конфликтную ситуацию;Деловая переписка;Стрессоустойчивость;,https://almaty.hh.kz/vacancy/80556764,,
Администратор сервиса,8,от 200 000 KZT на руки,ТОО Кристалл Авто,Вакансия опубликована 24 мая 2023 в Караганде,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/78806797,,
Оператор ПК,84,от 130 000 до 180 000 KZT до вычета налогов,"ИП Print Shop, ТМ (Черемухина, ИП)",Вакансия опубликована 15 мая 2023 в Караганде,"Караганда, проспект Нурсултана Назарбаева, 47",полный день,Полная занятость,CorelDRAW;Компас-3D;Грамотность;,https://almaty.hh.kz/vacancy/80405282,,IT
Помощник на подачу пива,40,от 80 000 до 100 000 KZT на руки,ИП AV Company,Вакансия опубликована 15 мая 2023 в Караганде,"Караганда, проспект Шахтёров, 52",полный день,Частичная занятость,Работа в команде;Грамотная речь;Активный;,https://almaty.hh.kz/vacancy/80424367,,
Системный администратор,113,от 170 000 KZT на руки,"ТОО Олимп КДЛ, ТМ (ТОО Мырза Хан)",Вакансия опубликована 26 мая 2023 в Караганде,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81069075,,IT
Торговый представитель,129,от 240 000 до 300 000 KZT до вычета налогов,"Радуга, ТОО (Компания Raduga KDR)",Вакансия опубликована 24 мая 2023 в Караганде,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80921968,,
Администратор салона красоты,8,от 90 000 KZT на руки,ТОО Евротехно Логистик,Вакансия опубликована 19 мая 2023 в Караганде,"Караганда, улица Ерубаева, 7",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80688173,,
Медицинская сестра / медицинский брат,64,от 220 000 до 270 000 KZT до вычета налогов,ТОО Optikon-KRG,Вакансия опубликована 2 мая 2023 в Караганде,"Караганда, проспект Бухар Жырау, 96/3",сменный график,Полная занятость,Пользователь ПК;Работа в команде;Грамотная речь;Навыки межличностного общения;,https://almaty.hh.kz/vacancy/79983001,,Медицина
Специалист по туризму (удаленно),121,от 400 до 800 USD до вычета налогов,KIVORK,Вакансия опубликована 18 мая 2023 в Караганде,Алматы,удаленная работа,Полная занятость,Английский язык;Работа в команде;Обучение и развитие;Информационные технологии;информатика;математика;Аналитическое мышление;Системное мышление;технические задачи;Английский — B1 — Средний;,https://almaty.hh.kz/vacancy/80506030,,
Лаборант химического анализа,79,от 180 000 KZT на руки,ТОО ALS Казгеохимия,Вакансия опубликована 15 мая 2023 в Караганде,Алматы,сменный график,Полная занятость,Пользователь ПК;Английский язык;Сборка ПК;Аналитическое мышление;Электронная почта;,https://almaty.hh.kz/vacancy/80420161,,Наука
Администратор интернет-кафе,8,от 110 000 до 150 000 KZT на руки,Филиал League of Gentlemen в г. Караганда,Вакансия опубликована 27 мая 2023 в Караганде,"Караганда, улица Лободы, 29",полный день,Полная занятость,Управление персоналом;Пользователь ПК;Административное управление;Администрирование;Способность быстро обучаться;Администратор;Работа с ПК;Работа в команде;Работа с персоналом;,https://almaty.hh.kz/vacancy/80582355,,
Помощник повара,94,от 150 000 до 200 000 KZT до вычета налогов,ИП Ресторан Мой Тбилиси (ИП Бурбуташвили Н.Н.),Вакансия опубликована 16 мая 2023 в Караганде,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80516091,,
Регистратор - кассир,8,от 150 000 до 170 000 KZT на руки,ТОО Orhun Medical,Вакансия опубликована 22 мая 2023 в Караганде,"Караганда, микрорайон Степной-4, 2/3",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/76575849,,
Специалист консультант в Банк,8,от 130 000 до 130 000 KZT до вычета налогов,АО «Bank Freedom Finance Kazakhstan»,Вакансия опубликована 29 мая 2023 в Караганде,"Караганда, проспект Нуркена Абдирова, 12",полный день,Полная занятость,Грамотная речь;Пользователь ПК;Работа в команде;Деловое общение;Умение работать в команде;,https://almaty.hh.kz/vacancy/81245683,,
Ученик сборщика/сборщик корпусной мебели,40,от 150 000 до 450 000 KZT до вычета налогов,ТОО Mauer,Вакансия опубликована 22 мая 2023 в Караганде,"Караганда, улица Григория Потанина 24/1, Караганда 100000",полный день,Стажировка,Работа в команде;Работа с инструментом;,https://almaty.hh.kz/vacancy/80783758,,
"Торговый представитель (Ariel, Fairy, Gillette, Pampers, Head & Shoulders)",129,до 433 000 KZT до вычета налогов,ТОО Apple City Corps,Вакансия опубликована 27 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Навыки продаж;Управление временем;Навыки делового общения;,https://almaty.hh.kz/vacancy/78599895,,
Мерчендайзер,77,от 190 000 KZT на руки,ТОО Фудгарант,Вакансия опубликована 12 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Выкладка товаров;Желание работать и зарабатывать;,https://almaty.hh.kz/vacancy/80332610,,
Рекрутер / менеджер по подбору персонала,118,от 200 000 до 500 000 KZT до вычета налогов,Workle Pro,Вакансия опубликована 25 мая 2023 в Караганде,Алматы,удаленная работа,Частичная занятость,Подбор персонала;,https://almaty.hh.kz/vacancy/81012462,,Менеджмент
Электромонтажник/Монтажник,143,от 395 000 до 620 000 KZT на руки,ЗАО ЭнергоСтрой,Вакансия опубликована 29 мая 2023 в Караганде,Алматы,Вахтовый метод,Полная занятость,Производство строительно-монтажных работ;Монтаж металлоконструкций;Пользователь ПК;Строительство;,https://almaty.hh.kz/vacancy/77697217,,Сервисное обслуживание/производство
Сервисный инженер по ремонту пк и оргтехники,114,от 180 000 до 250 000 KZT на руки,ТОО Монтеко,Вакансия опубликована 17 мая 2023 в Караганде,"Караганда, улица Гоголя, 32",полный день,Полная занятость,Ремонт ПК;Работа с оргтехникой;Администрирование;Умение принимать решения;Техническое обслуживание;Настройка ПК;Сборка ПК;Установка ПО;Работа с компьютером;,https://almaty.hh.kz/vacancy/80572245,,IT
Монтажник технологического оборудования,78,от 250 000 до 350 000 KZT до вычета налогов,ТОО KSM,Вакансия опубликована 17 мая 2023 в Караганде,"Караганда, 218-й учетный квартал",полный день,Полная занятость,Сборочное производство;Организация производства;Умение работать в команде;Ориентация на результат;Стабильность;Обучение и развитие;,https://almaty.hh.kz/vacancy/79730853,,
Помощник архитектора,14,от 100 000 до 140 000 KZT до вычета налогов,ИП G-Group,Вакансия опубликована 9 мая 2023 в Караганде,"Караганда, Московская улица, 4",полный день,Полная занятость,Работа с чертежами;Чувство стиля;Профессиональный пользователь ПК;Скорость;Рассудительность;AutoCAD;3ds Max;SketchUp;corona-render;,https://almaty.hh.kz/vacancy/80200415,,Строительство и архитектура
Инженер-сметчик,47,от 135 000 до 150 000 KZT до вычета налогов,ИП GSD,Вакансия опубликована 25 мая 2023 в Караганде,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81021696,,Сервисное обслуживание/производство
Регистратор,8,з/п не указана,МЕДИЦИНСКИЙ УНИВЕРСИТЕТ КАРАГАНДЫ,Вакансия опубликована 16 мая 2023 в Караганде,"Караганда, улица Гоголя, 40",полный день,Полная занятость,Ведение пациентов;Регистрация;Пользователь ПК;,https://almaty.hh.kz/vacancy/80468504,,
Бухгалтер-оператор,18,от 194 000 KZT на руки,ТОО Flip.kz,Вакансия опубликована 29 мая 2023 в Караганде,"Караганда, улица Гапеева, 9/2",полный день,Полная занятость,Работа с поставщиками;Работа с ТМЦ;Умение работать с большим объемом информации;оформление документации;Работа с документами;Уверенный пользователь ПК;Знание 1С;Excel;,https://almaty.hh.kz/vacancy/79100067,,Финансы
Авиаагент,40,з/п не указана,ТОО ПУЛКОВО КАЗАХСТАН,Вакансия опубликована 29 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Способность быстро обучаться;Общение с людьми;Обучение и развитие;Грамотная речь;,https://almaty.hh.kz/vacancy/80547915,,
Сборщик металлопластиковых изделий/ученик сборщика,40,от 150 000 до 350 000 KZT до вычета налогов,ТОО Окна-Плюс Ltd,Вакансия опубликована 29 мая 2023 в Караганде,"Караганда, улица Гоголя, 86",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81211132,,
Помощник бухгалтера,18,от 170 000 KZT до вычета налогов,ТОО Евротехно Логистик,Вакансия опубликована 4 мая 2023 в Караганде,"Караганда, проспект Нурсултана Назарбаева, 33/4",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80108189,,Финансы
Мастер стажер,100,от 192 500 KZT на руки,ТОО Фирма Жилой фонд,Вакансия опубликована 16 мая 2023 в Караганде,"Karagandy, Nursultan Nazarbaev Avenue, 20",полный день,Стажировка,E9,https://almaty.hh.kz/vacancy/80472031,,
Торговый представитель,129,от 300 000 KZT на руки,ООО Восхождение,Вакансия опубликована 29 мая 2023 в Караганде,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80867583,,
Менеджер по набору и выводу персонала,40,от 100 000 до 500 000 KZT до вычета налогов,ИП OUTSTAFF,Вакансия опубликована 11 мая 2023 в Караганде,"Караганда, Штурманская улица, 1/9",полный день,Полная занятость,"ТОО ""OUTSTAFF"";Пользователь ПК;Ведение отчетности;Грамотная речь;Работа в команде;Организаторские навыки;Деловое общение;Управление персоналом;Заключение договоров;Ведение переговоров;Деловая переписка;Телефонные переговоры;Работа с большим объемом информации;Работа в условиях многозадачности;Организация и планирование рабочего времени;Способность работать с документами;Работа с компьютером;Честный;Правильно расставлять приоритеты;Серьезность;Высокая энергичность;Передача документации на исполнение;",https://almaty.hh.kz/vacancy/80269938,,
Администратор торгового зала,84,от 150 000 до 150 000 KZT на руки,ТОО Кристалл Авто,Вакансия опубликована 29 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Работа в команде;Деловая этика;Грамотная речь;Оценка потребностей клиентов;Пользователь ПК;Демонстрация автомобилей;Деловое общение;Прием и распределение телефонных звонков;Ведение отчетности;Клиентоориентированность;Работа с клиентами;,https://almaty.hh.kz/vacancy/80787362,,IT
Специалист по работе с интернет-магазинами,54,от 150 000 KZT на руки,ТОО Пони Экспресс,Вакансия опубликована 26 мая 2023 в Караганде,Караганда,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81085493,,Менеджмент
Специалист по подбору персонала,118,от 180 000 до 200 000 KZT на руки,ТОО Алып-2008,Вакансия опубликована 23 мая 2023 в Караганде,"Караганда, микрорайон Степной-3, 3Б",полный день,Полная занятость,Грамотная речь;Подбор персонала;Поиск информации в интернет;Телефонные переговоры;оформление документации;Навыки телефонных продаж;Поиск персонала в открытых источниках;Проведение собеседований;Подбор сотрудников;Составление предложений о работе;Работа в условиях многозадачности;,https://almaty.hh.kz/vacancy/79382506,,Менеджмент
Специалист лазерной эпиляции / Косметолог,40,от 60 000 руб. на руки,Lalaser Land,Вакансия опубликована 15 мая 2023 в Караганде,Алматы,гибкий график,Частичная занятость,Активные продажи;Аппаратная косметология;Навыки продаж;Консультирование клиентов;Массаж лица;Эстетическая косметология;,https://almaty.hh.kz/vacancy/80463047,,
Мерчендайзер,77,от 180 000 до 180 000 KZT на руки,ТОО фирма Траяна,Вакансия опубликована 5 мая 2023 в Караганде,"Караганда, Заводская улица, 19",полный день,Полная занятость,Мерчандайзинг;Дегустации;Проведение промо акций;Контроль работы промоутеров;Выкладка товаров;Пополнение товарных запасов;,https://almaty.hh.kz/vacancy/80166727,,
"Мастер по Ремонту телефонов, ноутбуков",111,от 200 000 до 400 000 KZT до вычета налогов,ИП ШАЦКИЙ ДМИТРИЙ ВЛАДИМИРОВИЧ,Вакансия опубликована 16 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Ремонт ПК;Пользователь ПК;Грамотная речь;Сборка ПК;Настройка ПК;,https://almaty.hh.kz/vacancy/80467285,,Сервисное обслуживание/производство
Тайный покупатель,40,з/п не указана,ТОО Staff-UP Consulting Group,Вакансия опубликована 10 мая 2023 в Караганде,Алматы,полный день,Проектная работа/разовое задание,Пользователь ПК;Телефонные переговоры;Ответственность;Аудит;Умение принимать решения;,https://almaty.hh.kz/vacancy/80239869,,
Специалист техподдержки по лазерным станкам,121,от 180 000 KZT на руки,ТОО CALIDAD,Вакансия опубликована 28 мая 2023 в Караганде,"Караганда, Мельничная улица, 4",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80831492,,
Эксперт-оценщик,40,от 150 000 до 250 000 KZT на руки,ТОО Ломбард «Евразия»,Вакансия опубликована 1 мая 2023 в Караганде,"Караганда, проспект Бухар Жырау, 75",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79955446,,
Ассистент аналитика,54,до 180 000 KZT до вычета налогов,ТОО ПАКТ,Вакансия опубликована 28 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Работа в команде;MS Internet Explorer;оформление заказов;Составление отчетности;Внутренняя документация;MS Office;Пользователь ПК;Умение работать в коллективе;,https://almaty.hh.kz/vacancy/79953355,,Менеджмент
Диспетчер-оператор,39,от 150 000 KZT на руки,ТОО Honmil Group,Вакансия опубликована 3 мая 2023 в Караганде,"Караганда, 018-й учетный квартал, 252",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80022015,,
Менеджер по работе с клиентами,67,от 150 000 KZT на руки,ТОО BTV Cargo,Вакансия опубликована 29 мая 2023 в Караганде,"Караганда, улица Карла Маркса, 39",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81221282,,
Разнорабочий/Стропальщик (Юго-Восток),40,от 220 000 до 300 000 KZT на руки,ТОО Фирма Жилой фонд,Вакансия опубликована 23 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Стропальщик;Английский — A1 — Начальный;,https://almaty.hh.kz/vacancy/80855854,,
Промоутер-консультант/Хостес (табачный бренд),140,от 160 000 до 200 000 KZT до вычета налогов,ТОО CONTINEO,Вакансия опубликована 28 мая 2023 в Караганде,Алматы,полный день,Частичная занятость,Работа в команде;Проведение презентаций;Ведение переговоров;Грамотная речь;Активные продажи;,https://almaty.hh.kz/vacancy/80090411,,
Специалист технической поддержки,121,от 140 000 KZT на руки,ТОО WOOPPAY,Вакансия опубликована 22 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Быстрый набор текста;Работа в команде;Казахский язык;Грамотная речь;Работа с большим объемом информации;Пользователь ПК;,https://almaty.hh.kz/vacancy/75956479,,
Сторож-Кочегар-Дворник,40,з/п не указана,ИП Селиванова У.В.,Вакансия опубликована 29 мая 2023 в Караганде,"Караганда, улица Молокова, 112/35",сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/81199062,,
Бухгалтер-оператор,18,от 170 000 KZT на руки,ТОО Фудгарант,Вакансия опубликована 13 мая 2023 в Караганде,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80382899,,Финансы
Спортивный журналист,41,от 220 000 до 220 000 KZT до вычета налогов,ТОО СИА Sports.kz,Вакансия опубликована 26 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Пользователь ПК;Грамотность;Поиск информации в интернет;MS Access;Русский язык;Пунктуальность;,https://almaty.hh.kz/vacancy/37436199,,Журналистика
Эксперт-оценщик,40,от 150 000 до 250 000 KZT на руки,ТОО Ломбард «Евразия»,Вакансия опубликована 6 мая 2023 в Караганде,"Караганда, проспект Бухар Жырау, 75",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80175721,,
Оператор-дозатор сыпучих продуктов питания,40,от 180 000 до 190 000 KZT до вычета налогов,ТОО Людмила-KZ TM Аян,Вакансия опубликована 23 мая 2023 в Караганде,Алматы,сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/80855814,,
Монтажник,78,от 150 000 до 300 000 KZT до вычета налогов,"ИП Print Shop, ТМ (Черемухина, ИП)",Вакансия опубликована 15 мая 2023 в Караганде,"Караганда, улица Полетаева, 13",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80407272,,
Сотрудник Павильона,40,от 140 000 KZT до вычета налогов,ТОО BURЖУЙ,Вакансия опубликована 27 мая 2023 в Караганде,Алматы,полный день,Полная занятость,фаст-фуд;Желание обучаться;Стремление развиваться;,https://almaty.hh.kz/vacancy/80362578,,
Рекрутер,118,от 180 000 до 200 000 KZT на руки,ТОО Алып-2008,Вакансия опубликована 23 мая 2023 в Караганде,"Караганда, микрорайон Степной-3, 3Б",полный день,Полная занятость,Телефонные переговоры;Грамотная речь;Навыки работы с возражениями;Проведение собеседований;Уверенное знание ПК;Грамотная письменная речь;Желание работать и развиваться;Составление планов по подбору;Поиск информации в интернет;Анализ текущей ситуации;,https://almaty.hh.kz/vacancy/80891049,,Менеджмент
Администратор \ повар в офис,40,от 200 000 KZT до вычета налогов,ТОО Common Market Corporation,Вакансия опубликована 17 мая 2023 в Караганде,Алматы,полный день,Частичная занятость,Общественное питание;Умение работать в команде;,https://almaty.hh.kz/vacancy/79160651,,
Техник,113,з/п не указана,АО Алма Телекоммуникейшнс Казахстан ( ТМ АЛМА-ТВ),Вакансия опубликована 22 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Работа в команде;Грамотность;Планирование карьеры;Сервис;,https://almaty.hh.kz/vacancy/80827704,,IT
Оператор 1C на склад,39,до 150 000 KZT до вычета налогов,ТОО VozoVoz Казахстан,Вакансия опубликована 18 мая 2023 в Караганде,"Караганда, проспект Бухар Жырау, 81/1",полный день,Полная занятость,"Работа с оргтехникой;Ведение архива;Пользователь ПК;Коммуникабельность, ответственность;",https://almaty.hh.kz/vacancy/80633896,,
Консультант службы технической поддержки,121,з/п не указана,ТОО Холдинг Самгау,Вакансия опубликована 8 мая 2023 в Караганде,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80187901,,
Интернет-маркетолог,68,от 150 000 до 200 000 KZT на руки,ТОО Сириус Авто,Вакансия опубликована 27 мая 2023 в Караганде,"Караганда, Стартовый переулок, 61А",полный день,Полная занятость,Контекстная реклама;SEO оптимизация;Ведение групп в социальных сетях;Google AdWords;Казахский — A1 — Начальный;Английский — A1 — Начальный;,https://almaty.hh.kz/vacancy/80412339,,Менеджмент
Мерчендайзер,77,до 180 000 KZT до вычета налогов,ТОО ПАКТ,Вакансия опубликована 28 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Линейная выкладка товара;Работа в команде;Умение работать в команде;Грамотная речь;,https://almaty.hh.kz/vacancy/79953307,,
Оператор склада,84,до 190 000 KZT на руки,"ТОО Компания СтройДекор, ТМ",Вакансия опубликована 27 мая 2023 в Караганде,"Караганда, Бытовая улица, 23",полный день,Полная занятость,Знание программы 1С;Способность к обучению и восприятию информации;Битрикс 24;Опытный пользователь ПК;Работа в Excel;Работа с накладными;Работа в условиях многозадачности;Работа с компьютером;Желание работать и зарабатывать;,https://almaty.hh.kz/vacancy/80350200,,IT
Санитарка (Санитар) / Уборщик помещений,40,от 100 000 KZT на руки,ТОО Клинико-диагностический реабилитационный центр SANAD,Вакансия опубликована 28 мая 2023 в Караганде,"Караганда, улица Кривогуза, 41",полный день,Полная занятость,Пользователь ПК;Умение работать в команде;Электронная почта;Turbo Pascal;Работа с людьми;,https://almaty.hh.kz/vacancy/80993986,,
Медицинский представитель,65,от 200 000 до 500 000 KZT на руки,ТОО Новатор Фарма,Вакансия опубликована 25 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Навыки продаж;Коммуникативные навыки;Навыки презентации;Работа в команде;Стрессоустойчивость;,https://almaty.hh.kz/vacancy/80996290,,Медицина
Мерчендайзер по работе с ключевыми клиентами (супермаркетами),77,от 190 000 KZT на руки,ТОО Рахат-Караганда,Вакансия опубликована 15 мая 2023 в Караганде,"Караганда, улица Молокова, 104/2",полный день,Полная занятость,Работа в команде;Контроль сроков годности;Коммуникация;Мерчандайзинг;Мобильный мерчандайзинг;Выкладка товаров;,https://almaty.hh.kz/vacancy/80431591,,
Сервис-инженер,113,з/п не указана,Kaspi.kz,Вакансия опубликована 13 мая 2023 в Караганде,Алматы,полный день,Полная занятость,Техническое обслуживание;Ремонт ПК;Выездное обслуживание;Мобильность;Техническая грамотность;,https://almaty.hh.kz/vacancy/79237099,,IT
Дефектоскопист,49,з/п не указана,ТОО Казфитингпласт,Вакансия опубликована 12 мая 2023 в Караганде,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80350549,,Сервисное обслуживание/производство
