Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
"Специалист, Категория D-O-6",Госслужба,от 103 500 тенге,"Государственное учреждение ""Городской отдел жилищно-коммунального хозяйства, пассажирского транспорта и автомобильных дорог""",Вакансия опубликована 04.04.2023,Адреса нет,полный день,Проектная работа,Добропорядочность;,"https://enbek.kz/ru/vacancy/specialist,-kategoriya-d-o-6~3018013",Первое рабочее место,
Учитель начальных классов,Образование и воспитание,от 103 500 тенге,"Общественный фонд ""Бір әлем""",Вакансия опубликована 04.04.2023,Адреса нет,полный день,Проектная работа,Проведение занятия для творческого развития детей;,https://enbek.kz/ru/vacancy/uchitel-nachalnykh-klassov~3017219,Молодежная практика,
Учитель физической культуры и спорта,Образование и воспитание,от 103 500 тенге,"Общественный фонд ""Бір әлем""",Вакансия опубликована 04.04.2023,Адреса нет,полный день,Проектная работа,Проведение групповых и индивидуальных занятий;,https://enbek.kz/ru/vacancy/uchitel-fizicheskoi-kultury-i-sporta~3017220,Молодежная практика,
Психолог,Медицина и фармацевтика,от 103 500 тенге,"Общественный фонд ""Бір әлем""",Вакансия опубликована 04.04.2023,Адреса нет,полный день,Проектная работа,Подбор соответствующих методов для проведения психодиагностического обследования;,https://enbek.kz/ru/vacancy/psikholog~3017221,Молодежная практика,Медицина
Логопед-дефектолог,Образование и воспитание,от 103 500 тенге,"Общественный фонд ""Бір әлем""",Вакансия опубликована 04.04.2023,Адреса нет,полный день,Проектная работа,Организация образовательного процесса;,https://enbek.kz/ru/vacancy/logoped-defektolog~3017222,Молодежная практика,
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Общественный фонд ""Бір әлем""",Вакансия опубликована 04.04.2023,Адреса нет,полный день,Проектная работа,Сестринский уход;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~3017223,Молодежная практика,Медицина
Менеджер по персоналу,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Атырауское учебно-производственное предприятие общественного объединения ""Казахское общество слепых""",Вакансия опубликована 04.04.2023,Адреса нет,полный день,Проектная работа,Ведение делопроизводства;,https://enbek.kz/ru/vacancy/menedzher-po-personalu~3018139,Молодежная практика,Менеджмент
Администратор информационных систем,IT и телекоммуникации,от 103 500 тенге,"Государственное учреждение ""Управление Комитета по правовой статистике и специальным учетам Генеральной прокуратуры Республики Казахстан по Атырауской области""",Вакансия опубликована 04.04.2023,Адреса нет,полный день,Проектная работа,"Монтаж и настройка систем видеонаблюдения, СКУД организации;",https://enbek.kz/ru/vacancy/administrator-informacionnykh-sistem~3006855,Молодежная практика,IT
Юрист,Юриспруденция,от 103 500 тенге,"Государственное учреждение ""Управление Комитета по правовой статистике и специальным учетам Генеральной прокуратуры Республики Казахстан по Атырауской области""",Вакансия опубликована 04.04.2023,Адреса нет,полный день,Проектная работа,Обслуживание физических и юридических лиц;,https://enbek.kz/ru/vacancy/yurist~3006856,Молодежная практика,Юриспруденция
Ассистент (общий профиль),HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Sarens Kazakhstan"" (Саренс Казахстан)",Вакансия опубликована 30.03.2023,Адреса нет,полный день,Проектная работа,Регистрация входящей и исходящей информации;,https://enbek.kz/ru/vacancy/assistent-(obshchii-profil)~3004479,Молодежная практика,Менеджмент
Учитель казахского языка и литературы,Образование и воспитание,от 103 500 тенге,"ДК ""Бота""",Вакансия опубликована 24.03.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на казахском языке;,https://enbek.kz/ru/vacancy/uchitel-kazakhskogo-yazyka-i-literatury~2994886,Первое рабочее место,
Учитель русского языка и литературы,Образование и воспитание,от 103 500 тенге,"ИП ""Аманжан""",Вакансия опубликована 15.03.2023,Адреса нет,полный день,Проектная работа,Владение современными технологиями и методиками преподавания;,https://enbek.kz/ru/vacancy/uchitel-russkogo-yazyka-i-literatury~2986459,Первое рабочее место,
Логопед-дефектолог,Образование и воспитание,от 103 500 тенге,"ИП Развивающий центр ""Алмуня""",Вакансия опубликована 15.03.2023,Адреса нет,полный день,Проектная работа,Оценка психологического состояния учащегося;,https://enbek.kz/ru/vacancy/logoped-defektolog~2986149,Молодежная практика,
Экономист,Финансы и бухучет,от 103 500 тенге,"Коммунальное государственное учреждение ""Молодежный ресурсный центр города Атырау"" управления внутренней политики Атырауской области""",Вакансия опубликована 15.03.2023,Адреса нет,полный день,Проектная работа,Внедрение плановой и учетной документации;,https://enbek.kz/ru/vacancy/ekonomist~2985923,Молодежная практика,Финансы
IT-дизайнер,IT и телекоммуникации,от 103 500 тенге,"Коммунальное государственное учреждение ""Молодежный ресурсный центр города Атырау"" управления внутренней политики Атырауской области""",Вакансия опубликована 15.03.2023,Адреса нет,полный день,Проектная работа,"Әлеуметтік желіні жүргізу, фотошоп дизайн программаларымен жұмысжасай алу қажет.;",https://enbek.kz/ru/vacancy/it-dizainer~2985924,Молодежная практика,IT
Юрисконсульт,Юриспруденция,от 103 500 тенге,"Коммунальное государственное учреждение ""Молодежный ресурсный центр города Атырау"" управления внутренней политики Атырауской области""",Вакансия опубликована 15.03.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/yuriskonsult~2985925,Молодежная практика,Юриспруденция
Ассистент бухгалтера,Финансы и бухучет,от 103 500 тенге,Баймуханова А,Вакансия опубликована 14.03.2023,Адреса нет,полный день,Проектная работа,Учет товарно-материальных ценностей;,https://enbek.kz/ru/vacancy/assistent-bukhgaltera~2974139,Молодежная практика,Финансы
Зубной техник,Медицина и фармацевтика,от 103 500 тенге,ИП MUNAR,Вакансия опубликована 14.03.2023,Адреса нет,полный день,Проектная работа,Изготовление несъемных зубных протезов;,https://enbek.kz/ru/vacancy/zubnoi-tekhnik~2974556,Первое рабочее место,Медицина
Учитель казахского языка и литературы,Образование и воспитание,от 103 500 тенге,ИП Томирис,Вакансия опубликована 13.03.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на казахском языке;,https://enbek.kz/ru/vacancy/uchitel-kazakhskogo-yazyka-i-literatury~2980951,Молодежная практика,
Электромеханик,Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ак-Жайык-7""",Вакансия опубликована 10.03.2023,Адреса нет,полный день,Проектная работа,"Измерение, проверка параметров технического состояния транспортных средств;",https://enbek.kz/ru/vacancy/elektromekhanik~2975720,Молодежная практика,Сервисное обслуживание/производство
