Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Дизайнер по одежде,Производство,от 103 500 тенге,"ИП ""СәнЖан Компани""",Вакансия опубликована 03.04.2023,Адреса нет,полный день,Проектная работа,Изготовление лекал;,https://enbek.kz/ru/vacancy/dizainer-po-odezhde~3003572,Первое рабочее место,Сервисное обслуживание/производство
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,ИП ЕРІМБЕТОВА ӘСЕЛ БАУЫРЖАНҚЫЗЫ,Вакансия опубликована 03.04.2023,Адреса нет,полный день,Проектная работа,Разработка маркетинговых мероприятий для продвижения товара;,https://enbek.kz/ru/vacancy/smm-menedzher~3004358,Первое рабочее место,Журналистика
Инженер-сметчик,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Apollyon""",Вакансия опубликована 03.04.2023,Адреса нет,полный день,Проектная работа,Составление сметной стоимости строительства и разработка документации;,https://enbek.kz/ru/vacancy/inzhener-smetchik~3005820,Первое рабочее место,Строительство и архитектура
Архитектор,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Apollyon""",Вакансия опубликована 03.04.2023,Адреса нет,полный день,Проектная работа,Разработка проектной документации;,https://enbek.kz/ru/vacancy/arkhitektor~3005821,Первое рабочее место,Строительство и архитектура
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,ИП Кабыев,Вакансия опубликована 02.04.2023,Адреса нет,полный день,Проектная работа,Проведение анализа требований потребителей согласно результатам маркетинговых исследований;,https://enbek.kz/ru/vacancy/smm-menedzher~3011616,Первое рабочее место,Журналистика
Бухгалтер (средней квалификации),Финансы и бухучет,от 103 500 тенге,ИП Кабыев,Вакансия опубликована 02.04.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter-(srednei-kvalifikacii)~3011617,Первое рабочее место,Финансы
Маляр-штукатур,Строительство и архитектура,от 103 500 тенге,ИП Nur-Adin,Вакансия опубликована 31.03.2023,Адреса нет,полный день,Проектная работа,Выполнение внутренней штукатурки стен;,https://enbek.kz/ru/vacancy/malyar-shtukatur~3011362,Первое рабочее место,Строительство и архитектура
Логопед,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Жанель и Ко""",Вакансия опубликована 31.03.2023,Адреса нет,полный день,Проектная работа,Оценка психологического состояния учащегося;,https://enbek.kz/ru/vacancy/logoped~3011224,Первое рабочее место,
Воспитатель,Образование и воспитание,от 103 500 тенге,"ИП ""Жарылқасын А.А.""",Вакансия опубликована 31.03.2023,Адреса нет,полный день,Проектная работа,Умение выстраивать коммуникацию на нескольких языках;,https://enbek.kz/ru/vacancy/vospitatel~3002820,Первое рабочее место,
Техник (общий профиль),Производство,от 103 500 тенге,"Государственное учреждение ""Аппарат акима города Актау""",Вакансия опубликована 30.03.2023,Адреса нет,полный день,Проектная работа,Участие в мероприятиях;,https://enbek.kz/ru/vacancy/tekhnik-(obshchii-profil)~3007923,Молодежная практика,Сервисное обслуживание/производство
Фотограф,Культура и спорт,от 103 500 тенге,ИП Құрманғалиқызы Меруерт,Вакансия опубликована 30.03.2023,Адреса нет,полный день,Проектная работа,Работа на компьютере для корректировки фотографических изображений;,https://enbek.kz/ru/vacancy/fotograf~3007437,Первое рабочее место,
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,ИП Құрманғалиқызы Меруерт,Вакансия опубликована 30.03.2023,Адреса нет,полный день,Проектная работа,Проведение анализа требований потребителей согласно результатам маркетинговых исследований;,https://enbek.kz/ru/vacancy/smm-menedzher~3007438,Первое рабочее место,Журналистика
Преподаватель ритмики и хореографии,Образование и воспитание,от 103 500 тенге,ИП Құрманғалиқызы Меруерт,Вакансия опубликована 30.03.2023,Адреса нет,полный день,Проектная работа,Владение различными стилями и направлениями в музыке;,https://enbek.kz/ru/vacancy/prepodavatel-ritmiki-i-khoreografii~3007439,Первое рабочее место,
Домбрист,Культура и спорт,от 103 500 тенге,ИП Құрманғалиқызы Меруерт,Вакансия опубликована 30.03.2023,Адреса нет,полный день,Проектная работа,Профессиональная игра на инструменте;,https://enbek.kz/ru/vacancy/dombrist~3007440,Первое рабочее место,
Преподаватель по искусству и ремеслу,Образование и воспитание,от 103 500 тенге,ИП Құрманғалиқызы Меруерт,Вакансия опубликована 30.03.2023,Адреса нет,полный день,Проектная работа,Развитие эстетического интереса ребенка;,https://enbek.kz/ru/vacancy/prepodavatel-po-iskusstvu-i-remeslu~3007441,Первое рабочее место,
Бухгалтер,Финансы и бухучет,от 103 500 тенге,ИП Кожаева А.Е.,Вакансия опубликована 30.03.2023,Адреса нет,полный день,Проектная работа,Начисление и перечисление налоговых и других обязательных платежей;,https://enbek.kz/ru/vacancy/bukhgalter~2996990,Молодежная практика,Финансы
Музыкальный руководитель,Культура и спорт,от 103 500 тенге,ИП АЛЫЕВА АБ,Вакансия опубликована 30.03.2023,Адреса нет,полный день,Проектная работа,Владение различными стилями и направлениями в музыке;,https://enbek.kz/ru/vacancy/muzykalnyi-rukovoditel~2998773,Молодежная практика,
IT-дизайнер,IT и телекоммуникации,от 103 500 тенге,"ИП ""Online print Aktau""",Вакансия опубликована 29.03.2023,Адреса нет,полный день,Проектная работа,Планирование и выполнение работ по системному анализу;,https://enbek.kz/ru/vacancy/it-dizainer~3004297,Первое рабочее место,IT
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,"ИП ""Online print Aktau""",Вакансия опубликована 29.03.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/smm-menedzher~3004298,Первое рабочее место,Журналистика
Ассистент бухгалтера,Финансы и бухучет,от 103 500 тенге,ИП МҰРАТБАЙ,Вакансия опубликована 29.03.2023,Адреса нет,полный день,Проектная работа,Учет товарно-материальных ценностей;,https://enbek.kz/ru/vacancy/assistent-bukhgaltera~2996798,Молодежная практика,Финансы
Ассистент бухгалтера,Финансы и бухучет,от 103 500 тенге,ИП Нұрқасынова,Вакансия опубликована 28.03.2023,Адреса нет,полный день,Проектная работа,Ведение кассовых операций;,https://enbek.kz/ru/vacancy/assistent-bukhgaltera~3001519,Первое рабочее место,Финансы
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ЕРТІС-АСТАНА""",Вакансия опубликована 28.03.2023,Адреса нет,полный день,Проектная работа,Организация бухгалтерского учета и финансово-хозяйственной деятельности;,https://enbek.kz/ru/vacancy/bukhgalter~2991506,Молодежная практика,Финансы
Финансист,Финансы и бухучет,от 103 500 тенге,"Филиал акционерного общества ""Аграрная кредитная корпорация"" по Мангистауской области",Вакансия опубликована 28.03.2023,Адреса нет,полный день,Проектная работа,Финансовое планирование;,https://enbek.kz/ru/vacancy/finansist~2993170,Молодежная практика,Финансы
Бухгалтер,Финансы и бухучет,от 103 500 тенге,ИП Құрманғалиқызы Меруерт,Вакансия опубликована 27.03.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2999952,Молодежная практика,Финансы
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,ИП  БАЙТАҢАТҚЫЗЫ ҚЫЗҒАЛДАҚ,Вакансия опубликована 27.03.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2999931,Молодежная практика,
Юрист,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""БиКаДа""",Вакансия опубликована 27.03.2023,Адреса нет,полный день,Проектная работа,,https://enbek.kz/ru/vacancy/yurist~2999809,Первое рабочее место,Юриспруденция
Геолог,"Нефть, газ, добыча ресурсов",от 103 500 тенге,ЖАРАС,Вакансия опубликована 27.03.2023,Адреса нет,полный день,Проектная работа,Разработка программ в области промысловой геологии;,https://enbek.kz/ru/vacancy/geolog~2996989,Молодежная практика,
Воспитатель,Образование и воспитание,от 103 500 тенге,ИП Бактылы,Вакансия опубликована 27.03.2023,Адреса нет,полный день,Проектная работа,Умение выстраивать коммуникацию на нескольких языках;,https://enbek.kz/ru/vacancy/vospitatel~2991105,Молодежная практика,
Логопед-дефектолог,Образование и воспитание,от 103 500 тенге,ИП Бактылы,Вакансия опубликована 27.03.2023,Адреса нет,полный день,Проектная работа,Оказание помощи инвалидам и лицам с ограниченными возможностями здоровья;,https://enbek.kz/ru/vacancy/logoped-defektolog~2991106,Молодежная практика,
Типограф-печатник,Маркетинг и СМИ,от 103 500 тенге,"ИП ""АЛИМ""",Вакансия опубликована 24.03.2023,Адреса нет,полный день,Проектная работа,"Установка и отделка поверхностей, покрытий по рисункам, эскизам или образцам;",https://enbek.kz/ru/vacancy/tipograf-pechatnik~2993501,Молодежная практика,Журналистика
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"ИП ""АЛИМ""",Вакансия опубликована 24.03.2023,Адреса нет,полный день,Проектная работа,Организация бухгалтерского учета и финансово-хозяйственной деятельности;,https://enbek.kz/ru/vacancy/bukhgalter~2993502,Молодежная практика,Финансы
Инженер-строитель,Строительство и архитектура,от 103 500 тенге,ИП Laura Zholaman,Вакансия опубликована 24.03.2023,Адреса нет,полный день,Проектная работа,Разработка проектно-сметной документации;,https://enbek.kz/ru/vacancy/inzhener-stroitel~2995738,Молодежная практика,Строительство и архитектура
Юрист,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""AGSA""",Вакансия опубликована 24.03.2023,Адреса нет,полный день,Проектная работа,"Регистрация юридических лиц, эмиссий ценных акций;",https://enbek.kz/ru/vacancy/yurist~2989083,Молодежная практика,Юриспруденция
Помощник юриста,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Юридическая фирма ОМ""",Вакансия опубликована 24.03.2023,Адреса нет,полный день,Проектная работа,Работа с претензиями;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2989158,Молодежная практика,Юриспруденция
Бухгалтер-кассир,Финансы и бухучет,от 103 500 тенге,ИП Дако,Вакансия опубликована 21.03.2023,Адреса нет,полный день,Проектная работа,Начисление и перечисление налоговых и других обязательных платежей;,https://enbek.kz/ru/vacancy/bukhgalter-kassir~2993290,Молодежная практика,Финансы
Секретарь-референт,HR и секретариат,от 103 500 тенге,ИП Жеткіншек,Вакансия опубликована 20.03.2023,Адреса нет,полный день,Проектная работа,Ведение делопроизводства;,https://enbek.kz/ru/vacancy/sekretar-referent~2993133,Первое рабочее место,Менеджмент
Инженер ПТО,Строительство и архитектура,от 103 500 тенге,"ИП ""ІНЖУ СТРОЙ""",Вакансия опубликована 20.03.2023,Адреса нет,полный день,Проектная работа,"Составление смет, сметных расчетов и иной установленной сметной документации;",https://enbek.kz/ru/vacancy/inzhener-pto~2992164,Молодежная практика,Строительство и архитектура
Юрист,Юриспруденция,от 103 500 тенге,"ИП ""ІНЖУ СТРОЙ""",Вакансия опубликована 20.03.2023,Адреса нет,полный день,Проектная работа,Заключение договоров и контрактов;,https://enbek.kz/ru/vacancy/yurist~2992165,Молодежная практика,Юриспруденция
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"ИП ""ІНЖУ СТРОЙ""",Вакансия опубликована 20.03.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter~2992166,Молодежная практика,Финансы
Юрист,Юриспруденция,от 103 500 тенге,Айжан строй,Вакансия опубликована 20.03.2023,Адреса нет,полный день,Проектная работа,Заключение договоров и контрактов;,https://enbek.kz/ru/vacancy/yurist~2992152,Молодежная практика,Юриспруденция
Инженер по планированию строительных работ,Строительство и архитектура,от 103 500 тенге,Айжан строй,Вакансия опубликована 20.03.2023,Адреса нет,полный день,Проектная работа,Разработка проектно-сметной документации;,https://enbek.kz/ru/vacancy/inzhener-po-planirovaniyu-stroitelnykh-rabot~2992153,Молодежная практика,Строительство и архитектура
Инженер ПТО,Строительство и архитектура,от 103 500 тенге,Айжан строй,Вакансия опубликована 20.03.2023,Адреса нет,полный день,Проектная работа,Определение объемов строительных и ремонтных работ;,https://enbek.kz/ru/vacancy/inzhener-pto~2992154,Молодежная практика,Строительство и архитектура
Бухгалтер,Финансы и бухучет,от 103 500 тенге,Айжан строй,Вакансия опубликована 20.03.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2992155,Молодежная практика,Финансы
Инженер ПТО,Строительство и архитектура,от 103 500 тенге,ИП Азалия,Вакансия опубликована 20.03.2023,Адреса нет,полный день,Проектная работа,Контроль качества проектно-сметной документации;,https://enbek.kz/ru/vacancy/inzhener-pto~2992149,Молодежная практика,Строительство и архитектура
Инженер по качеству,Строительство и архитектура,от 103 500 тенге,ИП ДЖУМАГАЛИЕВА,Вакансия опубликована 20.03.2023,Адреса нет,полный день,Проектная работа,Контроль качества работ;,https://enbek.kz/ru/vacancy/inzhener-po-kachestvu~2992080,Молодежная практика,Строительство и архитектура
Инженер ПТО,Строительство и архитектура,от 103 500 тенге,ИП ДЖУМАГАЛИЕВА,Вакансия опубликована 20.03.2023,Адреса нет,полный день,Проектная работа,Определение объемов строительных и ремонтных работ;,https://enbek.kz/ru/vacancy/inzhener-pto~2992081,Молодежная практика,Строительство и архитектура
Бухгалтер,Финансы и бухучет,от 103 500 тенге,ИП ДЖУМАГАЛИЕВА,Вакансия опубликована 20.03.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2992082,Молодежная практика,Финансы
Помощник юриста,Юриспруденция,от 103 500 тенге,"Общественный фонд ""Центр правовой поддержки ""Алас""",Вакансия опубликована 17.03.2023,Адреса нет,полный день,Проектная работа,Работа с претензиями;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2986002,Молодежная практика,Юриспруденция
Архитектор проектировщик,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Apollyon""",Вакансия опубликована 16.03.2023,Адреса нет,полный день,Проектная работа,Разработка проектной документации;,https://enbek.kz/ru/vacancy/arkhitektor-proektirovshchik~2984241,Молодежная практика,Строительство и архитектура
Монтажник связи-кабельщик,IT и телекоммуникации,от 103 500 тенге,GLOBALсеть,Вакансия опубликована 16.03.2023,Адреса нет,полный день,Проектная работа,"Монтаж и настройка систем видеонаблюдения, СКУД организации;",https://enbek.kz/ru/vacancy/montazhnik-svyazi-kabelshchik~2987689,Первое рабочее место,IT
Журналист,Маркетинг и СМИ,от 103 500 тенге,"Мангыстауский областной филиал акционерного общества ""Республиканская Телерадиокорпорация ""Казахстан""",Вакансия опубликована 16.03.2023,Адреса нет,полный день,Проектная работа,"Сбор местных, национальных и международных новостей посредством интервью;",https://enbek.kz/ru/vacancy/zhurnalist~2986906,Молодежная практика,Журналистика
Преподаватель (в системе дошкольного воспитания и обучения),Образование и воспитание,от 103 500 тенге,ИП Smart kids Aktau,Вакансия опубликована 15.03.2023,Адреса нет,полный день,Проектная работа,Умение выстраивать коммуникацию на нескольких языках;,https://enbek.kz/ru/vacancy/prepodavatel-(v-sisteme-doshkolnogo-vospitaniya-i-obucheniya)~2986101,Молодежная практика,
Переводчик устной речи,Наука и консалтинг,от 103 500 тенге,Elite business,Вакансия опубликована 15.03.2023,Адреса нет,полный день,Проектная работа,"Перевод устной, письменной или жестовой речи в тактильную  азбуку;",https://enbek.kz/ru/vacancy/perevodchik-ustnoi-rechi~2984522,Молодежная практика,Наука
Техник-программист,IT и телекоммуникации,от 103 500 тенге,Elite business,Вакансия опубликована 15.03.2023,Адреса нет,полный день,Проектная работа,"Исправление неисправностей компьютеров, периферийного оборудования и программного обеспечения;",https://enbek.kz/ru/vacancy/tekhnik-programmist~2984521,Молодежная практика,IT
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,ИП НАГЫШБЕКОВА МЕРУЕРТ РАХМАНБАЕВНА,Вакансия опубликована 15.03.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/smm-menedzher~2978482,Первое рабочее место,Журналистика
Инженер по проектно-сметной работе,Строительство и архитектура,от 103 500 тенге,ИП ДЖУМАГАЛИЕВА,Вакансия опубликована 13.03.2023,Адреса нет,полный день,Проектная работа,Составление сметной стоимости строительства и разработка документации;,https://enbek.kz/ru/vacancy/inzhener-po-proektno-smetnoi-rabote~2970104,Первое рабочее место,Строительство и архитектура
Бухгалтер,Финансы и бухучет,от 103 500 тенге,ИП ДЖУМАГАЛИЕВА,Вакансия опубликована 13.03.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2970105,Первое рабочее место,Финансы
Штукатур,Строительство и архитектура,от 103 500 тенге,ӘБДІБАЕВА,Вакансия опубликована 10.03.2023,Адреса нет,полный день,Проектная работа,Выполнение внешний штукатурки стен;,https://enbek.kz/ru/vacancy/shtukatur~2977890,Первое рабочее место,Строительство и архитектура
Бухгалтер-кассир,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""СЕРЕБРЯНЫЙ РАЗУМ""",Вакансия опубликована 10.03.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter-kassir~2975563,Первое рабочее место,Финансы
Помощник бухгалтера,Финансы и бухучет,от 103 500 тенге,Ип Бергенбаева,Вакансия опубликована 07.03.2023,Адреса нет,полный день,Проектная работа,Учет денежных средств;,https://enbek.kz/ru/vacancy/pomoshchnik-bukhgaltera~2970102,Первое рабочее место,Финансы
Ассистент стоматолога,Медицина и фармацевтика,от 103 500 тенге,Берекетова А.Ж.,Вакансия опубликована 07.03.2023,Адреса нет,полный день,Проектная работа,"Лечение кариеса, некариозных поражений твердых тканей временных, постоянных зубов с несформированными корнями;",https://enbek.kz/ru/vacancy/assistent-stomatologa~2962761,Молодежная практика,Медицина
Видеооператор,Маркетинг и СМИ,от 103 500 тенге,ИП Қуанышқалиев Самғау,Вакансия опубликована 06.03.2023,Адреса нет,полный день,Проектная работа,"Монтаж, озвучивание, синхронизация и согласование всех звуковых материалов;",https://enbek.kz/ru/vacancy/videooperator~2968865,Молодежная практика,Журналистика
Помощник юриста,Юриспруденция,от 103 500 тенге,Частный нотариус г. Актау Ахметова Гульнара Сатыбалдыевна,Вакансия опубликована 05.03.2023,Адреса нет,полный день,Проектная работа,Работа с документами;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2967061,Первое рабочее место,Юриспруденция
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Apollyon""",Вакансия опубликована 04.03.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/smm-menedzher~2966901,Первое рабочее место,Журналистика
Геодезист,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Apollyon""",Вакансия опубликована 04.03.2023,Адреса нет,полный день,Проектная работа,Геодезическая съемка участка работ;,https://enbek.kz/ru/vacancy/geodezist~2966902,Первое рабочее место,Строительство и архитектура
Электромонтер (общий профиль),Энергетика,от 103 500 тенге,МУНАЙТБАСОВ АСЫЛБЕК ИСМАГАЛЫЕВИЧ,Вакансия опубликована 03.03.2023,Адреса нет,полный день,Проектная работа,Выполнение электромонтажных работ;,https://enbek.kz/ru/vacancy/elektromonter-(obshchii-profil)~2956073,Молодежная практика,Сервисное обслуживание/производство
Юрист,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""CinemaTechnology""",Вакансия опубликована 01.03.2023,Адреса нет,полный день,Проектная работа,Заключение договоров и контрактов;,https://enbek.kz/ru/vacancy/yurist~2951424,Молодежная практика,Юриспруденция
Юрист,Юриспруденция,от 103 500 тенге,"Мангистауское областное молодежное общественное объединение ""За будущее Казахстана""",Вакансия опубликована 01.03.2023,Адреса нет,полный день,Проектная работа,Заключение договоров и контрактов;,https://enbek.kz/ru/vacancy/yurist~2951426,Молодежная практика,Юриспруденция
Юрист,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Gold Caspiy""",Вакансия опубликована 01.03.2023,Адреса нет,полный день,Проектная работа,Заключение договоров и контрактов;,https://enbek.kz/ru/vacancy/yurist~2951428,Молодежная практика,Юриспруденция
Юрист,Юриспруденция,от 103 500 тенге,КХ АЙСА ДАНИЯР АЙСАҰЛЫ,Вакансия опубликована 01.03.2023,Адреса нет,полный день,Проектная работа,Заключение договоров и контрактов;,https://enbek.kz/ru/vacancy/yurist~2951430,Молодежная практика,Юриспруденция
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""West Dala"" ""Вест Дала""",Вакансия опубликована 28.02.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter~2949054,Молодежная практика,Финансы
Бухгалтер,Финансы и бухучет,от 103 500 тенге,ИП Азалия,Вакансия опубликована 22.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2944672,Молодежная практика,Финансы
Инженер ПТО,Строительство и архитектура,от 103 500 тенге,Ип Бергенбаева,Вакансия опубликована 22.02.2023,Адреса нет,полный день,Проектная работа,Согласование и предоставление сметной документации;,https://enbek.kz/ru/vacancy/inzhener-pto~2944685,Молодежная практика,Строительство и архитектура
Медицинская(ий) сестра/брат общей практики,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Kinder Star""",Вакансия опубликована 22.02.2023,Адреса нет,полный день,Проектная работа,Сестринский уход;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat-obshchei-praktiki~2934619,Молодежная практика,Медицина
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Kinder Star""",Вакансия опубликована 22.02.2023,Адреса нет,полный день,Проектная работа,Проведение занятия для творческого развития детей;,https://enbek.kz/ru/vacancy/vospitatel~2934620,Молодежная практика,
Психолог,Медицина и фармацевтика,от 103 500 тенге,"Частное Учреждение Мангистауский высший многопрофильный колледж ""Келешек""",Вакансия опубликована 21.02.2023,Адреса нет,полный день,Проектная работа,Оценка психологического состояния учащегося;,https://enbek.kz/ru/vacancy/psikholog~2938879,Молодежная практика,Медицина
Медицинский массажист,Медицина и фармацевтика,от 103 500 тенге,"Общественное объединение инвалидов ""АМАНАТ ЖӘРДЕМ""",Вакансия опубликована 21.02.2023,Адреса нет,полный день,Проектная работа,Сестринский уход;,https://enbek.kz/ru/vacancy/medicinskii-massazhist~2936396,Молодежная практика,Медицина
Помощник юриста,Юриспруденция,от 103 500 тенге,"Государственное учреждение ""Управление Комитета по правовой статистике и специальным учетам Генеральной прокуратуры Республики Казахстан по Мангистауской области""",Вакансия опубликована 21.02.2023,Адреса нет,полный день,Проектная работа,Проверка соответствия законодательству документов;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2942938,Молодежная практика,Юриспруденция
Педагог начальной школы,Образование и воспитание,от 103 500 тенге,"ИП БЕКБУЛАТОВА Г.Т. Интеллектуальный центр ""Самрук""",Вакансия опубликована 21.02.2023,Адреса нет,полный день,Проектная работа,Проведение занятия для творческого развития детей;,https://enbek.kz/ru/vacancy/pedagog-nachalnoi-shkoly~2942479,Молодежная практика,
Бухгалтер (средней квалификации),Финансы и бухучет,от 103 500 тенге,ИП HOLIKA,Вакансия опубликована 21.02.2023,Адреса нет,полный день,Проектная работа,Учет товарно-материальных ценностей;,https://enbek.kz/ru/vacancy/bukhgalter-(srednei-kvalifikacii)~2936436,Молодежная практика,Финансы
Ассистент бухгалтера,Финансы и бухучет,от 103 500 тенге,ИП АБУОВА,Вакансия опубликована 21.02.2023,Адреса нет,полный день,Проектная работа,Учет денежных средств;,https://enbek.kz/ru/vacancy/assistent-bukhgaltera~2942018,Молодежная практика,Финансы
Консультант по вопросам управления и ведения бизнеса,Наука и консалтинг,от 103 500 тенге,"Samga Academy""  тұлғалық дамыту орталығы",Вакансия опубликована 21.02.2023,Адреса нет,полный день,Проектная работа,Прогнозирование рисков и их минимизация;,https://enbek.kz/ru/vacancy/konsultant-po-voprosam-upravleniya-i-vedeniya-biznesa~2941880,Молодежная практика,Наука
Художник,Культура и спорт,от 103 500 тенге,Гульнара,Вакансия опубликована 21.02.2023,Адреса нет,полный день,Проектная работа,Работа в творческом коллективе с художником;,https://enbek.kz/ru/vacancy/khudozhnik~2941038,Молодежная практика,
Хореограф,Культура и спорт,от 103 500 тенге,Гульнара,Вакансия опубликована 21.02.2023,Адреса нет,полный день,Проектная работа,Основы музыкальной грамоты и хореографии;,https://enbek.kz/ru/vacancy/khoreograf~2941039,Молодежная практика,
Домбрист,Культура и спорт,от 103 500 тенге,Гульнара,Вакансия опубликована 21.02.2023,Адреса нет,полный день,Проектная работа,"Наличие вокальных данных, музыкального слуха и чувства ритма;",https://enbek.kz/ru/vacancy/dombrist~2941040,Молодежная практика,
Помощник бухгалтера,Финансы и бухучет,от 103 500 тенге,ИП Бекбосынова,Вакансия опубликована 20.02.2023,Адреса нет,полный день,Проектная работа,Учет денежных средств;,https://enbek.kz/ru/vacancy/pomoshchnik-bukhgaltera~2938563,Молодежная практика,Финансы
Ассистент бухгалтера,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Арайка""",Вакансия опубликована 20.02.2023,Адреса нет,полный день,Проектная работа,Учет денежных средств;,https://enbek.kz/ru/vacancy/assistent-bukhgaltera~2940978,Молодежная практика,Финансы
Экономист,Финансы и бухучет,от 103 500 тенге,"Государственное учреждение ""Аппарат акима Мангистауской области""",Вакансия опубликована 20.02.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/ekonomist~2939025,Молодежная практика,Финансы
Учитель начальных классов,Образование и воспитание,от 103 500 тенге,"ИП ""Бисенбаев Ж.""",Вакансия опубликована 20.02.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-nachalnykh-klassov~2939840,Первое рабочее место,
Ассистент (общий профиль),HR и секретариат,от 103 500 тенге,"Государственное учреждение ""Аппарат акима Мангистауской области""",Вакансия опубликована 20.02.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/assistent-(obshchii-profil)~2939024,Молодежная практика,Менеджмент
Ассистент бухгалтера,Финансы и бухучет,от 103 500 тенге,ИП Танбаевна,Вакансия опубликована 20.02.2023,Адреса нет,полный день,Проектная работа,Учет денежных средств;,https://enbek.kz/ru/vacancy/assistent-bukhgaltera~2938574,Молодежная практика,Финансы
Бухгалтер,Финансы и бухучет,от 103 500 тенге,ИП Куанышова Л.С.,Вакансия опубликована 20.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2930734,Первое рабочее место,Финансы
Учитель истории,Образование и воспитание,от 103 500 тенге,ИП Құрманғалиқызы Меруерт,Вакансия опубликована 19.02.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на казахском языке;,https://enbek.kz/ru/vacancy/uchitel-istorii~2937499,Молодежная практика,
Учитель физики,Образование и воспитание,от 103 500 тенге,ИП Құрманғалиқызы Меруерт,Вакансия опубликована 19.02.2023,Адреса нет,полный день,Проектная работа,Планирование учебного занятия;,https://enbek.kz/ru/vacancy/uchitel-fiziki~2937500,Молодежная практика,
