Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Помощник руководителя,10,з/п не указана,Частная компания “Automated Communication Solutions Ltd.”,Вакансия опубликована 29 мая 2023 в Талдыкоргане,Алматы,полный день,Полная занятость,"Работа в команде;Работа с большим объемом информации;Аналитическое мышление;Работа в Excel;Опытный пользователь ПК, знание MS Office;",https://almaty.hh.kz/vacancy/80559650,,IT
Начинающий специалист по созданию голосовых и текстовых чат - ботов,96,от 150 000 KZT на руки,Частная компания “Automated Communication Solutions Ltd.”,Вакансия опубликована 29 мая 2023 в Талдыкоргане,Алматы,полный день,Полная занятость,Многофункциональный комплекс;Работа в команде;Грамотная речь;Аналитические навыки;Работа в CRM;Ведение деловой переписки;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/79959892,,IT
Разработчик NO CODE,40,от 150 000 KZT на руки,Частная компания “Automated Communication Solutions Ltd.”,Вакансия опубликована 27 мая 2023 в Талдыкоргане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80397750,,
Региональный менеджер,137,от 230 000 до 400 000 KZT до вычета налогов,ТОО МФО LFTech (ТМ Деньги Маркет),Вакансия опубликована 2 мая 2023 в Талдыкоргане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79962771,,Финансы
Ассистент руководителя,73,з/п не указана,Частная компания “Automated Communication Solutions Ltd.”,Вакансия опубликована 29 мая 2023 в Талдыкоргане,Алматы,полный день,Полная занятость,Умение анализировать;Работа в команде;Работа с большим объемом информации;Google таблицы;,https://almaty.hh.kz/vacancy/81066798,,Менеджмент
Менеджер Отдела платежных карточек,137,з/п не указана,"Bank RBK, АО",Вакансия опубликована 3 мая 2023 в Талдыкоргане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80046935,,Финансы
Специалист по взысканию просроченной задолженности,146,от 120 000 до 400 000 KZT на руки,ТОО Коллекторское агентство Эксперт,Вакансия опубликована 5 мая 2023 в Талдыкоргане,"Талдыкорган, улица Акын Сара, 137",полный день,Полная занятость,Грамотная речь;Работа в команде;Телефонные переговоры;Деловое общение;Грамотность;,https://almaty.hh.kz/vacancy/80150413,,
Старший финансовый консультант,40,з/п не указана,"Евразийский банк, АО",Вакансия опубликована 27 мая 2023 в Талдыкоргане,"Талдыкорган, улица Гагарина, 134",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/76311924,,
Начинающий специалист по чат-ботам,10,от 150 000 KZT на руки,Частная компания “Automated Communication Solutions Ltd.”,Вакансия опубликована 29 мая 2023 в Талдыкоргане,Алматы,полный день,Полная занятость,Работа в команде;Грамотная речь;Аналитическое мышление;Аналитические навыки;Работа в коллективе;Работа в СRM;,https://almaty.hh.kz/vacancy/79959866,,IT
Начинающий специалист,40,от 70 000 до 200 000 KZT до вычета налогов,ТОО Империя Талдыкорган,Вакансия опубликована 27 мая 2023 в Талдыкоргане,"Талдыкорган, проспект Нурсултана Назарбаева, 58А",полный день,Полная занятость,Позитивное мышление;Проведение презентаций;Высокая энергичность;Телефонные переговоры;Навыки работы в команде;,https://almaty.hh.kz/vacancy/77929272,,
Инженер-системотехник,111,з/п не указана,ТОО Eurasia Group Kazakhstan,Вакансия опубликована 26 мая 2023 в Талдыкоргане,Алматы,полный день,Полная занятость,Настройка сетевых подключений;Ремонт ПК;Настройка ПО;Настройка ПК;Техническое обслуживание;,https://almaty.hh.kz/vacancy/76888783,,Сервисное обслуживание/производство
Риэлтор - ученик,40,от 70 000 до 120 000 KZT до вычета налогов,ТОО Империя Талдыкорган,Вакансия опубликована 8 мая 2023 в Талдыкоргане,"Талдыкорган, проспект Нурсултана Назарбаева, 58А",полный день,Стажировка,Активные продажи;Консультирование;Телефонные переговоры;Сопровождение сделок;Ориентация на результат;Прямые продажи;,https://almaty.hh.kz/vacancy/79886339,,
Помощник менеджера по продажам,40,от 80 000 KZT на руки,Частная компания “Automated Communication Solutions Ltd.”,Вакансия опубликована 27 мая 2023 в Талдыкоргане,Алматы,полный день,Полная занятость,"Грамотная речь;Умение работать с людьми;Знание языков;Внимательность, ответственность;",https://almaty.hh.kz/vacancy/80397760,,
Сервисный инженер,111,з/п не указана,ТОО Neo Service,Вакансия опубликована 15 мая 2023 в Талдыкоргане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80400755,,Сервисное обслуживание/производство
Торговый представитель,129,от 200 000 до 500 000 KZT на руки,ИП Расул,Вакансия опубликована 11 мая 2023 в Талдыкоргане,"село Еркин, улица Момышулы, 60",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80271518,,
Контролер контрольно-ревизионного управления,40,от 130 000 до 200 000 KZT на руки,ТОО ALEMPAY (АЛЕМПЭЙ),Вакансия опубликована 26 мая 2023 в Талдыкоргане,Алматы,полный день,Полная занятость,"Умение работать с людьми;Работа в команде;Коммуникабельность, ответственность;Коммуникабельность, стрессоустойчивость;",https://almaty.hh.kz/vacancy/81082902,,
Администратор ресторана,74,от 120 000 до 250 000 KZT на руки,ТОО СӘТТІСІ,Вакансия опубликована 8 мая 2023 в Талдыкоргане,"Талдыкорган, улица Гагарина, 137",гибкий график,Полная занятость,Ответственность;Целеустремленность;Лидерские качества;Порядочность;Стремление к личностному росту;,https://almaty.hh.kz/vacancy/80186350,,
Учитель английского языка,132,от 100 000 до 300 000 KZT до вычета налогов,ИП Кудайбергенов Г.Т. (Школа Английского Smart English),Вакансия опубликована 13 мая 2023 в Талдыкоргане,Талдыкорган,полный день,Полная занятость,Пользователь ПК;Работа в команде;Грамотная речь;Умение работать в команде;,https://almaty.hh.kz/vacancy/80387667,,
Преподаватель английского языка,132,от 200 000 до 250 000 KZT до вычета налогов,ИП Юнусова (Языковая Школа Unique),Вакансия опубликована 26 мая 2023 в Талдыкоргане,"Талдыкорган, микрорайон Каратал, 56Г",полный день,Полная занятость,Пользователь ПК;Работа в команде;Креативность;Деловая коммуникация;Английский язык;Грамотность;,https://almaty.hh.kz/vacancy/81101842,,
Техничка / уборщик,40,от 120 000 до 120 000 KZT на руки,ТОО ROMANTIC-TDK,Вакансия опубликована 29 апреля 2023 в Талдыкоргане,"Талдыкорган, улица Акын Сара, 155",сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/79943372,,
Геодезист,27,от 150 000 KZT на руки,ЖЕТЫСУСКИЙ ФИЛИАЛ РГП «ГОСГРАДКАДАСТР»,Вакансия опубликована 4 мая 2023 в Талдыкоргане,Талдыкорган,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80101646,,Гео
Программист-аналитик,IT и телекоммуникации,от 103 500 тенге,"Алматинский областной филиал акционерного общества ""Казпочта""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Работа в основных программах системы Мiсгоsоft;,https://enbek.kz/ru/vacancy/programmist-analitik~3096200,Молодежная практика,IT
Помощник юриста,Юриспруденция,от 103 500 тенге,"Государственное коммунальное предприятие на праве хозяйственного ведения ""Областной перинатальный центр"" государственного учреждения ""Управление здравоохранения области Жетісу""",Вакансия опубликована 11.05.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~3077538,Молодежная практика,Юриспруденция
Техник по обслуживанию компьютерных сетей и систем,IT и телекоммуникации,от 103 500 тенге,"Общественное объединение ""Волонтерский центр ""LIDER.KZ""",Вакансия опубликована 02.05.2023,Адреса нет,полный день,Проектная работа,"Установка, настройка, внедрение системного и прикладного программного обеспечения;",https://enbek.kz/ru/vacancy/tekhnik-po-obsluzhivaniyu-kompyuternykh-setei-i-sistem~3071647,Молодежная практика,IT
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Государственное учреждение ""Управление полиции города Талдыкоргана Департамента полиции области Жетісу Министерства внутренних дел Республики Казахстан""",Вакансия опубликована 02.05.2023,Адреса нет,полный день,Проектная работа,Ведение установленных форм учета;,https://enbek.kz/ru/vacancy/bukhgalter~3071011,Молодежная практика,Финансы
Финансист,Финансы и бухучет,от 103 500 тенге,"Общественное объединение ""Жас буын""",Вакансия опубликована 17.04.2023,Адреса нет,полный день,Проектная работа,Финансовое планирование;,https://enbek.kz/ru/vacancy/finansist~3045888,Молодежная практика,Финансы
Юрист,Юриспруденция,от 103 500 тенге,Республиканское государственное учреждение «Управление государственных доходов по городу Талдыкорган Департамента государственных доходов по области Жетісу Комитета государcтвенных доходов Министерства финансов Республики Казахстан»,Вакансия опубликована 17.04.2023,Адреса нет,полный день,Проектная работа,Обслуживание физических и юридических лиц;,https://enbek.kz/ru/vacancy/yurist~3045623,Молодежная практика,Юриспруденция
Техник-электрик,Энергетика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Табысты Даму""",Вакансия опубликована 01.03.2023,Адреса нет,полный день,Проектная работа,"Монтаж, сборка и регулировка электрооборудования;",https://enbek.kz/ru/vacancy/tekhnik-elektrik~2959488,Молодежная практика,Сервисное обслуживание/производство
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,Коммунальное государственное учреждение «Средняя школа №15» государственного учреждения «Отдел образования по городу Талдыкорган Управления образования области Жетісу»,Вакансия опубликована 23.02.2023,Адреса нет,полный день,Проектная работа,Ответственность;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2947242,Молодежная практика,
Учитель начальных классов,Образование и воспитание,от 103 500 тенге,"ИП ""BALAZHAN""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Организация учебно-воспитательного процесса;,https://enbek.kz/ru/vacancy/uchitel-nachalnykh-klassov~2927837,Молодежная практика,
Юрист,Юриспруденция,от 103 500 тенге,"Общественный фонд ""Жангир""",Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Контроль соблюдения законодательных актов;,https://enbek.kz/ru/vacancy/yurist~2915292,Молодежная практика,Юриспруденция
