Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Продавец-консультант,40,от 200 000 до 300 000 KZT на руки,Sulpak,Вакансия опубликована 25 мая 2023 в Актобе,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81029907,,
Региональный торговый представитель,129,от 200 000 до 400 000 KZT на руки,ИП ТОКАРЕВ,Вакансия опубликована 24 мая 2023 в Актобе,Актобе,полный день,Полная занятость,Мобильность;,https://almaty.hh.kz/vacancy/80928307,,
Администратор,8,от 164 000 KZT до вычета налогов,ТОО Ipoteka Group,Вакансия опубликована 3 мая 2023 в Актобе,Алматы,полный день,Полная занятость,"Пользователь ПК;Работа в команде;Грамотная речь;Обеспечение жизнедеятельности офиса;Сбор и анализ информации;Деловое общение;Офисная техника;Ведение отчетности;Управление документооборотом;Поддержка работы офиса;Организация мероприятий;Умение работать в команде;Материальная ответственность;Грамотная устная и письменная речь;Умение работать в режиме многозадачности;Работа с оргтехникой;Ведение документации;Уверенный пользователь ПК;Работа с большим объемом информации;Навыки составления отчетности;Ответственность и пунктуальность;Коммуникабельность, ответственность;",https://almaty.hh.kz/vacancy/78877507,,
Помощник юриста,145,от 180 000 KZT на руки,ТОО Актюбинский рельсобалочный завод,Вакансия опубликована 15 мая 2023 в Актобе,Алматы,полный день,Полная занятость,Пользователь ПК;Работа в команде;Грамотность;Высшее образование;Ответственность и пунктуальность;,https://almaty.hh.kz/vacancy/80436574,,
Администратор ресепшен,8,от 85 000 до 130 000 KZT до вычета налогов,"ТОО World-Class, ТМ",Вакансия опубликована 29 мая 2023 в Актобе,"Актобе, 11-й микрорайон, 144",сменный график,Полная занятость,Работа в команде;Работа с кассой;Встреча гостей;Грамотная речь;Улыбчивость;Дружелюбность;1С: Предприятие 8;,https://almaty.hh.kz/vacancy/80306449,,
Визитный мерчандайзер,77,от 40 000 до 90 000 KZT на руки,ТОО БТЛ МЫ (Планограмма),Вакансия опубликована 3 мая 2023 в Актобе,Алматы,гибкий график,Частичная занятость,Мерчандайзинг;Мерчендайзинг;Мобильный мерчандайзинг;Выкладка товаров;Блочная выкладка товара;Линейная выкладка товара;Работа с магазинами эконом-класса;Работа с магазинами премиум-класса;Федеральные сети;Локальные сети;Ведение отчетности;Работа с региональными сетями;Русский — B2 — Средне-продвинутый;,https://almaty.hh.kz/vacancy/80026705,,
Инженер-технолог/инженер-металлург,49,от 170 000 до 200 000 KZT до вычета налогов,ТОО Азия Огнеупор,Вакансия опубликована 29 мая 2023 в Актобе,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81241613,,Сервисное обслуживание/производство
Архитектор-проектировщик/стажер,48,от 90 000 до 100 000 KZT на руки,ТОО BatysJOBA,Вакансия опубликована 26 мая 2023 в Актобе,"Актобе, проспект Абилкайыр Хана, 19",полный день,Стажировка,Дизайн;Дизайн интерьера;Ландшафтный дизайн;Архитектура;Проектирование;Визуализация;3D Моделирование;Строительство;Молодежная практика;Помощник архитектора;Дизайнер;Архитектор;Проектировщик;Казахский — C2 — В совершенстве;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/81119219,,Сервисное обслуживание/производство
Начальник отдела сопровождения филиальной сети,40,з/п не указана,Kaspi.kz,Вакансия опубликована 24 мая 2023 в Актобе,Алматы,полный день,Полная занятость,снабжение;1C: Предприятие;Заключение договоров;Охрана труда и техника безопасности;Навыки составления отчетности;Пожарная безопасность;,https://almaty.hh.kz/vacancy/80933452,,
Кладовщик,40,от 120 000 до 130 000 KZT до вычета налогов,ТОО Сариев и К,Вакансия опубликована 22 мая 2023 в Актобе,Алматы,полный день,Полная занятость,Пользователь ПК;Работа в команде;Умение работать в команде;Работа с оргтехникой;,https://almaty.hh.kz/vacancy/80825683,,
Переводчик с английского на казахский язык в г. Актобе,93,з/п не указана,"Манкент, Переводческое агентство",Вакансия опубликована 3 мая 2023 в Актобе,Алматы,полный день,Полная занятость,Письменный перевод;Английский язык;Перевод;Ведение переписки на иностранном языке;Устный перевод;,https://almaty.hh.kz/vacancy/80023371,,
Бухгалтер по реализации,18,з/п не указана,ТОО Sheber Profi,Вакансия опубликована 22 мая 2023 в Актобе,"Актобе, проспект Санкибай батыра, 14/5",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80800217,,Финансы
Рекрутер (удаленно),118,от 350 000 KZT на руки,ТОО Oktrening,Вакансия опубликована 2 мая 2023 в Актобе,Алматы,удаленная работа,Полная занятость,Грамотная речь;Телефонные переговоры;Работа с большим объемом информации;Грамотность;Деловая коммуникация;Навыки презентации;Подбор сотрудников;Zoom;Оперативный поиск информации в сети Интернет;Оценка кандидатов;Массовый подбор персонала;Подбор персонала;Опытный пользователь ПК;проведение групповых интервью;,https://almaty.hh.kz/vacancy/79965829,,Менеджмент
Специалист по работе с потенциальными клиентами,40,от 200 000 до 600 000 KZT на руки,ТОО Lloyds group,Вакансия опубликована 27 мая 2023 в Актобе,Алматы,полный день,Полная занятость,Грамотная речь;Работа в команде;Навыки межличностного общения;Проведение опросов;Работа с людьми;Проведение опросов клиентов;Анкетирование;,https://almaty.hh.kz/vacancy/79106101,,
Электрик,143,з/п не указана,ТОО Alina Group,Вакансия опубликована 22 мая 2023 в Актобе,"Актобе, 41-й разъезд",сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/80786879,,Сервисное обслуживание/производство
Территориальный агент Beeline,40,от 100 000 до 200 000 KZT на руки,"Beeline, ТМ",Вакансия опубликована 19 мая 2023 в Актобе,Алматы,полный день,Частичная занятость,Поиск и привлечение клиентов;Консультация клиентов;Грамотная речь;,https://almaty.hh.kz/vacancy/78084846,,
Фельдшер,64,от 120 000 до 130 000 KZT на руки,ТОО ТЕМІРЖОЛ ЖӨНДЕУ,Вакансия опубликована 3 мая 2023 в Актобе,"Актобе, 41-й разъезд",Вахтовый метод,Полная занятость,Практическая медицина;,https://almaty.hh.kz/vacancy/80070621,,Медицина
Тайный покупатель,40,з/п не указана,ТОО Staff-UP Consulting Group,Вакансия опубликована 10 мая 2023 в Актобе,Алматы,полный день,Проектная работа/разовое задание,Пользователь ПК;Телефонные переговоры;Ответственность;Аудит;Умение принимать решения;,https://almaty.hh.kz/vacancy/80239877,,
Специалист по качеству Поиска со знанием казахского языка,40,от 30 000 руб. на руки,Яндекс Крауд,Вакансия опубликована 25 мая 2023 в Актобе,Алматы,удаленная работа,Частичная занятость,E9,https://almaty.hh.kz/vacancy/79890400,,
Мастер по замене автостёкол,40,от 175 000 KZT на руки,ИП Болтышев А.В.,Вакансия опубликована 27 мая 2023 в Актобе,"Актобе, проспект 312-й Стрелковой Дивизии, 24",полный день,Полная занятость,Грамотная речь;Работа в команде;Ориентация на результат;,https://almaty.hh.kz/vacancy/81135056,,
Менеджер отдела продаж розничных продуктов,40,з/п не указана,АО Jusan Bank,Вакансия опубликована 12 мая 2023 в Актобе,Алматы,полный день,Полная занятость,Пользователь ПК;Работа в команде;Грамотная речь;Навыки продаж;Активные продажи;,https://almaty.hh.kz/vacancy/80329528,,
Бухгалтер по работе с банком,18,от 100 000 до 150 000 KZT на руки,ТОО Prof Service,Вакансия опубликована 18 мая 2023 в Актобе,"Актобе, микрорайон Батыс-2, 5Д",полный день,Полная занятость,Валютные платежи;Платежные поручения;Работа с оргтехникой;,https://almaty.hh.kz/vacancy/80668194,,Финансы
Бухгалтер,18,от 150 000 до 150 000 KZT на руки,ТОО Grand Кондитер,Вакансия опубликована 11 мая 2023 в Актобе,"Актобе, улица Аз Наурыз",полный день,Полная занятость,Ревизия финансово-хозяйственной деятельности компании;,https://almaty.hh.kz/vacancy/80273120,,Финансы
Электрогазосварщик,109,от 88 000 до 114 000 руб. на руки,ЗАО ЭнергоСтрой,Вакансия опубликована 28 мая 2023 в Актобе,Алматы,полный день,Полная занятость,Сварочные работы;Производство строительно-монтажных работ;Монтаж металлоконструкций;Слесарные работы;Строительство;,https://almaty.hh.kz/vacancy/78247880,,Сервисное обслуживание/производство
Специалист по взысканию задолженности (выездные мероприятия),137,от 120 000 до 250 000 KZT на руки,ТОО Коллекторское агентство Эксперт,Вакансия опубликована 11 мая 2023 в Актобе,"Актобе, проспект Алии Молдагуловой, 46",полный день,Полная занятость,"Грамотная речь;Телефонные переговоры;Деловое общение;Грамотная письменная речь;Ведение переговоров;Выездные мероприятия;Работа с ПК;Умение работать с большим количеством информации;Коммуникабельность, ответственность;",https://almaty.hh.kz/vacancy/80273374,,Финансы
Шиномонтажник,5,от 250 000 до 700 000 KZT на руки,ТОО Шинторг-центр,Вакансия опубликована 12 мая 2023 в Актобе,"Актобе, улица Темирбека Жургенова, 168В",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80363523,,Сервисное обслуживание/производство
Мастер сервисного центра,40,от 160 000 до 250 000 KZT до вычета налогов,ТОО Восток А-Сервис,Вакансия опубликована 15 мая 2023 в Актобе,Алматы,полный день,Полная занятость,Работа в команде;Техническое обслуживание;Контроль исправности оборудования;принимать решения и за их результаты отвечать самостоятельно;Ответственный подход к работе;,https://almaty.hh.kz/vacancy/80401668,,
Слесарь КИПиА,115,от 160 000 до 170 000 KZT на руки,ТОО Управляющая компания ALATAU PLAZA (ТРЦ «Aqtobe Mall»),Вакансия опубликована 10 мая 2023 в Актобе,"Актобе, проспект Санкибай Батыра, 14",полный день,Полная занятость,Контроль исправности оборудования;Управление производственным персоналом;Работа в команде;,https://almaty.hh.kz/vacancy/80218398,,Сервисное обслуживание/производство
"Фармацевт-провизор (Северодвинск, Архангельск, НАО)",133,от 80 000 руб. на руки,ДОБРАЯ АПТЕКА,Вакансия опубликована 12 мая 2023 в Актобе,Алматы,Вахтовый метод,Полная занятость,E9,https://almaty.hh.kz/vacancy/79399072,,Медицина
"IT-наставник для детей по разработке игр (Minecraft, Roblox)",96,до 80 000 руб. на руки,Skyeng,Вакансия опубликована 10 мая 2023 в Актобе,Алматы,удаленная работа,Частичная занятость,Разработка компьютерных Игр;Minecraft;Roblox;Программирование для детей;Преподаватель;Преподавание;Обучение;,https://almaty.hh.kz/vacancy/80255594,,IT
Слесарь по ремонту автомобилей,5,з/п не указана,ИП Чустиль В.Н.,Вакансия опубликована 4 мая 2023 в Актобе,Актобе,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80082413,,Сервисное обслуживание/производство
Преподаватель английского языка,132,от 400 до 800 USD на руки,АнтиШкола,Вакансия опубликована 29 мая 2023 в Актобе,Алматы,удаленная работа,Частичная занятость,Английский язык;Грамотная речь;Преподаватель;Обучение;Групповое обучение;Работа с людьми;Знание иностранных языков;Английский — B2 — Средне-продвинутый;,https://almaty.hh.kz/vacancy/80004541,,
Техничка/Техник,40,з/п не указана,ТОО ФЕНИКС ИНТЕРНЕШНЛ РЕСОРСИЗ КАСПИАН,Вакансия опубликована 25 мая 2023 в Актобе,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81043058,,
Оператор-консультант на дому,121,от 43 000 до 47 000 руб. на руки,Инсофт,Вакансия опубликована 19 мая 2023 в Актобе,Алматы,удаленная работа,Полная занятость,Грамотная речь;Пользователь ПК;,https://almaty.hh.kz/vacancy/80726007,,
Сварщик,109,от 200 000 до 250 000 KZT до вычета налогов,ТОО ARM Group KZ,Вакансия опубликована 15 мая 2023 в Актобе,Алматы,полный день,Полная занятость,Сварочные работы;Работа в команде;Сварка;Высокая ответственность;Ответственность и пунктуальность;,https://almaty.hh.kz/vacancy/80406015,,Сервисное обслуживание/производство
Кредитный менеджер по микрокредитованию Отдела по работе с клиентами малого и среднего бизнеса,40,от 140 000 до 160 000 KZT на руки,АО Нурбанк,Вакансия опубликована 2 мая 2023 в Актобе,Алматы,полный день,Полная занятость,Финансовый анализ;Поиск и привлечение клиентов;Оценка потребностей клиентов;Ориентация на клиента;Грамотная речь;Управление отношениями с клиентами;Казахский — C1 — Продвинутый;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/79973065,,
Дизайнер/монтажник по изготовлению рекламы,40,от 150 000 до 200 000 KZT на руки,ИП Джежуля И.А,Вакансия опубликована 29 мая 2023 в Актобе,Алматы,полный день,Полная занятость,Знание компьютера;Умение работать в условиях многозадачности;,https://almaty.hh.kz/vacancy/79983611,,
Инженер-Мастер по ремонту телефонов,111,от 150 000 до 300 000 KZT на руки,ИП Данабеков Дамир,Вакансия опубликована 3 мая 2023 в Актобе,Алматы,полный день,Полная занятость,Проявление интереса;Мобильность;Терпеливый;Ответственность;Работа в команде;Казахский — C2 — В совершенстве;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/80030896,,Сервисное обслуживание/производство
Уборщица/уборщик помещения,40,от 90 000 до 100 000 KZT на руки,ТОО Управляющая компания ALATAU PLAZA (ТРЦ «Aqtobe Mall»),Вакансия опубликована 12 мая 2023 в Актобе,"Актобе, проспект Санкибай Батыра, 14",полный день,Полная занятость,Умение работать в команде;Материальная ответственность;Уборка;,https://almaty.hh.kz/vacancy/80336346,,
Администратор,8,от 120 000 до 200 000 KZT на руки,ТОО ARENA CONTINENTAL,Вакансия опубликована 4 мая 2023 в Актобе,"Актобе, улица Каныша Сатпаева, 10А",полный день,Полная занятость,Стрессоустойчивость;Знание русского языка;,https://almaty.hh.kz/vacancy/80108678,,
Администратор,8,от 300 000 до 450 000 KZT на руки,ИП Айдаралиева А.Н.,Вакансия опубликована 26 мая 2023 в Актобе,Актобе,сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/81064658,,
Мобилограф / SMM менеджер,3,от 150 000 до 600 000 KZT до вычета налогов,ИП Амиров Бекзат,Вакансия опубликована 4 мая 2023 в Актобе,Алматы,гибкий график,Полная занятость,Instagram;Рекламная съемка;Генерация идей;Видеомонтаж;Видеосъемка;Работа в команде;,https://almaty.hh.kz/vacancy/80081960,,Менеджмент
Помощник главного бухгалтера,18,от 200 000 KZT на руки,ТОО ПрофТехнологии,Вакансия опубликована 17 мая 2023 в Актобе,Алматы,полный день,Полная занятость,Первичные документы;Ведение документации;Пользователь ПК;1С: Предприятие 8;Налоговые декларации;,https://almaty.hh.kz/vacancy/80615742,,Финансы
Администратор офиса,8,до 220 000 KZT до вычета налогов,ТОО Алкан-Азия-Мунай-Сервис,Вакансия опубликована 3 мая 2023 в Актобе,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80022615,,
Специалист по сбору информации,40,з/п не указана,ТОО 2GIS Aktobe,Вакансия опубликована 24 мая 2023 в Актобе,"Актобе, проспект Абилкайыр Хана, 44/3",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80925669,,
Учитель начальных классов,132,от 150 000 до 200 000 KZT до вычета налогов,ТОО LONDON-EC,Вакансия опубликована 11 мая 2023 в Актобе,Алматы,полный день,Полная занятость,Работа в команде;Грамотность;Обучение;,https://almaty.hh.kz/vacancy/80279491,,
Администратор стоматологии,8,от 100 000 до 160 000 KZT на руки,ИП САУГАБАЕВА Ә.Т,Вакансия опубликована 2 мая 2023 в Актобе,Алматы,сменный график,Полная занятость,Пользователь ПК;Работа в команде;Грамотность;Деловое общение;Английский — A1 — Начальный;,https://almaty.hh.kz/vacancy/79963982,,
Медсестра/Медбрат,64,от 100 000 до 120 000 KZT до вычета налогов,ТОО ЦЕНТР ТРАДИЦИОННОЙ ВОСТОЧНОЙ МЕДИЦИНЫ АҚҚУ,Вакансия опубликована 29 мая 2023 в Актобе,"Актобе, ул. Рыскулова 198, Актобе 030000",полный день,Полная занятость,Грамотная речь;Умение работать в коллективе;,https://almaty.hh.kz/vacancy/81204419,,Медицина
Помощник воспитателя,132,от 90 000 до 90 000 KZT на руки,ИП Курманбаев Жаслан,Вакансия опубликована 15 мая 2023 в Актобе,"Актобе, 58 проспект Абулхаир хана",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80434557,,
Администратор,8,от 120 000 до 120 000 KZT до вычета налогов,ИП Podospecific_Aktobe,Вакансия опубликована 15 мая 2023 в Актобе,Алматы,сменный график,Полная занятость,"Дружелюбие, продажи, работа на результат;Русский — C2 — В совершенстве;Казахский — C2 — В совершенстве;",https://almaty.hh.kz/vacancy/80413966,,
Менеджер по туризму,72,от 150 000 до 450 000 KZT до вычета налогов,ТОО ATour Aktobe,Вакансия опубликована 22 мая 2023 в Актобе,Алматы,полный день,Полная занятость,Пользователь ПК;Грамотная речь;Консультирование;Навыки продаж;Деловое общение;Ориентация на результат;Обучение и развитие;умение работать в команде;Клиентоориентированность;,https://almaty.hh.kz/vacancy/80798663,,
Медсестра / Медбрат (Фармацевт) в оптику,64,от 200 000 до 280 000 KZT на руки,ТОО Оптика Народная,Вакансия опубликована 20 мая 2023 в Актобе,"Актобе, улица Шокана Уалиханова, 14",полный день,Полная занятость,Пользователь ПК;Работа в команде;Деловое общение;Грамотность;Работа с клиентами;,https://almaty.hh.kz/vacancy/80765238,,Медицина
Преподаватель английского языка,132,от 180 000 до 250 000 KZT на руки,ТОО RONALYN ENGLISH ACADEMY | IELTS CENTRE (РОНАЛИН ИНГЛИШ АКАДЕМИ | АЙЛТС ЦЕНТР),Вакансия опубликована 13 мая 2023 в Актобе,"Актобе, улица Маресьева, 89",гибкий график,Полная занятость,Английский язык;Знание методов преподавания;Творческий подход к обучению;,https://almaty.hh.kz/vacancy/80382115,,
Менеджер по продажам,8,от 80 000 до 100 000 KZT на руки,ИП Jasmin dance studio,Вакансия опубликована 15 мая 2023 в Актобе,"Актобе, 43 улица Ибатова",гибкий график,Полная занятость,Материальная ответственность;Пунктуальность;Ответственность;Коммуникабельность;Стрессоустойчивость;,https://almaty.hh.kz/vacancy/80426476,,
Юрист начального уровня,146,от 80 000 до 100 000 KZT до вычета налогов,ТОО ЛедСтарМедиа-24,Вакансия опубликована 23 мая 2023 в Актобе,Алматы,полный день,Полная занятость,Заключение договоров;Телефонные переговоры;Деловое общение;Работа с людьми;Работа с компьютером;Пользователь ПК;,https://almaty.hh.kz/vacancy/80871898,,
Помощник частного судебного исполнителя,146,от 70 000 до 100 000 KZT на руки,Частный судебный исполнитель Саламов Н.С,Вакансия опубликована 17 мая 2023 в Актобе,"Актобе, проспект Абилкайыр Хана, 2",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80577134,,
Инженер-проектировщик,48,от 120 000 до 350 000 KZT на руки,ТОО Kraft Corporation,Вакансия опубликована 2 мая 2023 в Актобе,"Актобе, улица Маресьева, 95",полный день,Полная занятость,AutoCAD;Autodesk Revit;Моделирование;Строительство;Умение работать с чертежами;,https://almaty.hh.kz/vacancy/79979109,,Сервисное обслуживание/производство
Помощник проектировщика,48,от 80 000 до 100 000 KZT на руки,ТОО КазПромСтройГрупп,Вакансия опубликована 11 мая 2023 в Актобе,"Актобе, улица Бокенбай Батыра, 21",полный день,Полная занятость,Проектная деятельность;Работа в условиях многозадачности;Проектная работа;Работа с большим пулом запросов;Умение работать в условиях многозадачности;,https://almaty.hh.kz/vacancy/80270321,,Сервисное обслуживание/производство
Стажёр 1С,96,з/п не указана,ТОО АктивСофт,Вакансия опубликована 21 мая 2023 в Актобе,"Актобе, проспект Абилкайыр Хана, 46А",полный день,Стажировка,E9,https://almaty.hh.kz/vacancy/77212994,,IT
Прораб/начальник участка,100,з/п не указана,ТОО Стройком+Сервис,Вакансия опубликована 21 мая 2023 в Актобе,Алматы,полный день,Полная занятость,Управление производством;Проектная документация;Управление проектами;Ведение документации;Контроль качества;,https://almaty.hh.kz/vacancy/80773704,,
Специалист по планированию,40,з/п не указана,"Имсталькон, АО",Вакансия опубликована 19 мая 2023 в Актобе,Алматы,полный день,Полная занятость,MS Project;,https://almaty.hh.kz/vacancy/80688622,,
Менеджер по туризму,72,от 100 000 до 350 000 KZT до вычета налогов,ТОО ТАБЫС-ӘЛЕМ,Вакансия опубликована 25 мая 2023 в Актобе,Алматы,полный день,Полная занятость,Пользователь ПК;Грамотная речь;Консультирование клиентов;Навыки продаж;Навыки делового общения;Опыт продаж;Умение общаться с людьми;Работа в команде;Клиентоориентированность;,https://almaty.hh.kz/vacancy/81018367,,
Менеджер по туризму,72,от 60 000 до 300 000 KZT на руки,ИП ATLANTIS TRAVEL,Вакансия опубликована 1 мая 2023 в Актобе,"Актобе, проспект Абилкайыр Хана, 44Б",полный день,Полная занятость,Ориентация на результат;Деловая коммуникация;Консультирование клиентов по телефону;CRM;Деловая переписка;Грамотность;Клиентоориентированность;Пользователь ПК;Грамотная речь;Навыки продаж;Заключение договоров;Телефонные переговоры;Работа с возражениями;Активные продажи;исходящие звонки;входящие звонки;Навыки работы с возражениями;Навыки телефонных продаж;,https://almaty.hh.kz/vacancy/79948968,,
Экономист,142,з/п не указана,Филиал Актюбинская противочумная станция РГП на ПХВ ННЦООИ имени М.Айкимбаева МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РК,Вакансия опубликована 12 мая 2023 в Актобе,Алматы,полный день,Полная занятость,Работа с ПК;Грамотность;Работа с компьютером;Способность работать с документами;,https://almaty.hh.kz/vacancy/80331945,,Финансы
Оператор в Call-Центр,84,от 90 000 до 120 000 KZT на руки,ИП Ai- St,Вакансия опубликована 23 мая 2023 в Актобе,"Актобе, улица Амангельды Кусжанова, 30",полный день,Полная занятость,Пользователь ПК;Грамотная речь;Работа в команде;Работа с большим объемом информации;Прием и распределение телефонных звонков;,https://almaty.hh.kz/vacancy/80903118,,IT
Менеджер по продажам туристических услуг,72,от 70 000 до 300 000 KZT до вычета налогов,ИП ADAIKYZ,Вакансия опубликована 10 мая 2023 в Актобе,"Актобе, проспект Абилкайыр Хана, 61",полный день,Полная занятость,Активные продажи;,https://almaty.hh.kz/vacancy/80241949,,
Менеджер проекта,107,от 70 000 KZT на руки,ТОО AD Building Group,Вакансия опубликована 15 мая 2023 в Актобе,"Актобе, улица Нагашбай Шайкенова, 13А",полный день,Полная занятость,Поиск информации в интернет;Internet;Google Chrome;Знание MS Office;Стремление развиваться;Проектная работа;Умение работать с большим количеством информации;Пользователь ПК;Составление договоров;Умение работать в коллективе;Работа в условиях многозадачности;,https://almaty.hh.kz/vacancy/80407785,,IT
Фаршесоставитель,85,от 160 000 до 160 000 KZT на руки,ТОО Геба,Вакансия опубликована 10 мая 2023 в Актобе,"Актобе, проспект Санкибай Батыра, 22/1",полный день,Полная занятость,Знание мясного продукта;Фарш;,https://almaty.hh.kz/vacancy/80208154,,Сервисное обслуживание/производство
Главный бухгалтер,18,от 250 000 KZT на руки,ТОО Профтехнологии инжиниринг,Вакансия опубликована 17 мая 2023 в Актобе,Алматы,полный день,Полная занятость,Бухгалтерский учет;Бухгалтерская отчетность;1С: Бухгалтерия;,https://almaty.hh.kz/vacancy/80614981,,Финансы
Менеджер контроля качества,44,до 150 000 KZT на руки,ТОО DENTAL CENTRE,Вакансия опубликована 16 мая 2023 в Актобе,"Актобе, улица Марата Оспанова, 67",полный день,Полная занятость,Работа с большим объемом информации;Знание офисных программ;Уверенный пользователь ПК;,https://almaty.hh.kz/vacancy/80478110,,Сервисное обслуживание/производство
Шиномонтажник,5,от 150 000 KZT до вычета налогов,ТОО Автоцентр Азия,Вакансия опубликована 16 мая 2023 в Актобе,"Актобе, квартал Северо-Западная Промзона",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80513036,,Сервисное обслуживание/производство
Монтажник систем вентиляции и кондиционирования,78,от 150 000 до 160 000 KZT на руки,ИП Записочная Ирина Владимировна,Вакансия опубликована 3 мая 2023 в Актобе,Алматы,полный день,Полная занятость,Пользователь ПК;Работа в команде;MS Paint;Работа в коллективе;Работа в условиях многозадачности;,https://almaty.hh.kz/vacancy/80024279,,
Администратор на дому,8,от 200 000 до 250 000 KZT на руки,ИП Ansar,Вакансия опубликована 22 мая 2023 в Актобе,Алматы,удаленная работа,Частичная занятость,Работа в команде;Организаторские навыки;исполнение поручений руководителя;,https://almaty.hh.kz/vacancy/80835526,,
Диджей,40,от 150 000 до 300 000 KZT до вычета налогов,ТОО Позитив холдинг,Вакансия опубликована 22 мая 2023 в Актобе,Алматы,сменный график,Полная занятость,Системы бронирования;MS Outlook;Деловое общение;Управление персоналом;,https://almaty.hh.kz/vacancy/80790970,,
Финансовый менеджер,137,от 100 000 до 100 000 KZT до вычета налогов,ИП Барон,Вакансия опубликована 1 мая 2023 в Актобе,Алматы,удаленная работа,Полная занятость,Анализ финансовых показателей;Формирование бюджета;Финансовая отчетность;Продвинутый пользователь ПК;Excel;1С: Бухгалтерия;Умение работать в коллективе;Анализ текущих финансовых показателей;Ведение отчетности;Финансовое планирование;,https://almaty.hh.kz/vacancy/79952981,,Финансы
Санитарка-санитар,64,от 70 000 до 100 000 KZT на руки,Гос. корп. ОБЛАСТНАЯ КЛИНИЧЕСКАЯ ИНФЕКЦИОННАЯ БОЛЬНИЦА НА ПХВ ГУ УПРАВЛЕНИЕ ЗДРАВООХРАНЕНИЯ АКТЮБИНСКОЙ ОБЛАСТИ,Вакансия опубликована 16 мая 2023 в Актобе,Алматы,сменный график,Полная занятость,Адаптация;Работа в команде;Работа с людьми;,https://almaty.hh.kz/vacancy/80482175,,Медицина
Инструктор лечебной физкультуры,138,з/п не указана,ТОО Актюбинский Центр Лечебной Физкультуры,Вакансия опубликована 12 мая 2023 в Актобе,"Актобе, улица М. Оспанова, 52/1",полный день,Полная занятость,Лечебная физкультура;Реабилитация;Умение работать в команде;Грамотная речь;Работа с людьми;,https://almaty.hh.kz/vacancy/80356347,,
Инструктор,65,от 100 000 до 300 000 KZT на руки,ИП Мухамбет,Вакансия опубликована 10 мая 2023 в Актобе,Алматы,полный день,Частичная занятость,Работа с клиентами;Консультирование клиентов;Грамотная речь;Работа с людьми;,https://almaty.hh.kz/vacancy/80218040,,Медицина
Оператор станка по производству бахил,85,от 100 000 до 200 000 KZT на руки,ИП АСПАН АЮ,Вакансия опубликована 3 мая 2023 в Актобе,"Алматы, Алатау, Москва, Сайран, улица Розыбакиева, 53А",полный день,Полная занятость,Контроль качества;Учет остатков;Производственный контроль;Непрерывное производство;планировать и оптимально организовать рабочий процесс;,https://almaty.hh.kz/vacancy/80064237,,Сервисное обслуживание/производство
Бухгалтер (средней квалификации),Финансы и бухучет,от 103 500 тенге,"ИП ""ЗЕЙНОЛЛА А""",Вакансия опубликована 28.05.2023,Адреса нет,полный день,Проектная работа,Составление баланса и оперативных сводных отчетов;,https://enbek.kz/ru/vacancy/bukhgalter-(srednei-kvalifikacii)~3121968,Первое рабочее место,Финансы
Инженер по компьютерам,IT и телекоммуникации,от 103 500 тенге,"ИП   ""Учебно-инновационный центр  ""Online"" """,Вакансия опубликована 25.05.2023,Адреса нет,полный день,Проектная работа,"Установка и настройка системного и прикладного ПО, необходимого для функционирования ИС;",https://enbek.kz/ru/vacancy/inzhener-po-kompyuteram~3119655,Первое рабочее место,IT
Учитель физики,Образование и воспитание,от 103 500 тенге,"ИП   ""Учебно-инновационный центр  ""Online"" """,Вакансия опубликована 25.05.2023,Адреса нет,полный день,Проектная работа,Планирование учебного занятия;,https://enbek.kz/ru/vacancy/uchitel-fiziki~3119653,Молодежная практика,
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"ИП   ""Учебно-инновационный центр  ""Online"" """,Вакансия опубликована 25.05.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на английском языке;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~3119652,Молодежная практика,
