Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Резчик,40,до 180 000 KZT на руки,ТОО Тави Павлодар,Вакансия опубликована 26 мая 2023 в Павлодаре,"Павлодар, Торговая улица, 7/4",полный день,Полная занятость,Работа в команде;Способность обучать других;Точность и внимательность к деталям;Скорость;Работа в коллективе;Не конфликтность;,https://almaty.hh.kz/vacancy/81072283,,
Бухгалтер,18,от 220 000 до 260 000 KZT на руки,ИП Сумин Н.С.,Вакансия опубликована 27 мая 2023 в Павлодаре,"Павлодар, улица Малайсары Батыра, 13",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81134426,,Финансы
Администратор,8,от 150 000 до 180 000 KZT до вычета налогов,ТОО ASTANA VISION PAVLODAR,Вакансия опубликована 17 мая 2023 в Павлодаре,"Павлодар, улица Академика Бектурова, 103",полный день,Полная занятость,Работа в команде;оформление документации;Точность и внимательность к деталям;Грамотность;Умение работать в коллективе;,https://almaty.hh.kz/vacancy/80549659,,
"Администратор школы вокала ""MICROFON""",8,от 150 000 до 221 000 KZT до вычета налогов,ИП MICROFON,Вакансия опубликована 27 мая 2023 в Павлодаре,"Павлодар, улица Павлова, 26/4",полный день,Полная занятость,Пользователь ПК;Администрирование;Работа с большим объемом информации;Урегулирование конфликтов;Многозадачность;Телефонные переговоры;CRM;Ведение отчетности;,https://almaty.hh.kz/vacancy/81144306,,
Помощник Бухгалтера,18,от 145 000 до 200 000 KZT до вычета налогов,ТОО S AND S,Вакансия опубликована 29 мая 2023 в Павлодаре,"Павлодар, улица Камзина, 51/3",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81205182,,Финансы
Тайный проверяющий,40,от 100 000 до 150 000 KZT на руки,ООО 4Service Holdings GmbH,Вакансия опубликована 18 мая 2023 в Павлодаре,Алматы,гибкий график,Частичная занятость,Пользователь ПК;Грамотная речь;,https://almaty.hh.kz/vacancy/80633172,,
Менеджер интернет-магазина Unicode.kz,54,от 180 000 до 180 000 KZT до вычета налогов,ТОО СДЭК - Павлодар,Вакансия опубликована 29 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81251321,,Менеджмент
Техник-инкассатор по обслуживанию терминалов,111,от 200 000 до 200 000 KZT на руки,"ТОО Cash Master,TM (TOO Almaty Enterprising Company Ltd )",Вакансия опубликована 26 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,Пользователь ПК;Настройка ПК;Настройка ПО;Сборка ПК;Ремонт ПК;,https://almaty.hh.kz/vacancy/81089974,,Сервисное обслуживание/производство
Сервис-менеджер,40,от 115 000 до 153 000 KZT на руки,ТОО 2ГИС-ПАВЛОДАР,Вакансия опубликована 26 мая 2023 в Павлодаре,"Павлодар, улица Малайсары Батыра, 13",полный день,Полная занятость,Грамотная речь;Проведение опросов клиентов;Грамотность;Пользователь ПК;Деловая коммуникация;Работа с оргтехникой;Казахский — C2 — В совершенстве;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/81076945,,
Инструктор летнего парка развлечений Чуда Кот,40,з/п не указана,"ТОО БАТЫР-Павлодар, ТОО",Вакансия опубликована 26 мая 2023 в Павлодаре,"Павлодар, улица Камзина, 67/1",сменный график,Полная занятость,Работа в команде;Охрана труда и техника безопасности;Умение принимать решения;,https://almaty.hh.kz/vacancy/81094266,,
Территориальный агент Beeline,40,от 100 000 до 250 000 KZT на руки,"Beeline, ТМ",Вакансия опубликована 23 мая 2023 в Павлодаре,Алматы,полный день,Частичная занятость,Поиск и привлечение клиентов;Консультация клиентов;Грамотная речь;,https://almaty.hh.kz/vacancy/79257368,,
Помощник главного бухгалтера,18,з/п не указана,ТОО Eurasia Group Kazakhstan,Вакансия опубликована 29 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,Проведение инвентаризация ОС;Первичная документация;Бухгалтерская отчетность;Кассовые операции;,https://almaty.hh.kz/vacancy/81204906,,Финансы
Торговый представитель,129,з/п не указана,ИП МҰҚТАРОВ ДАМИР САПИЯНҰЛЫ VIP-Сервис,Вакансия опубликована 29 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,работа с текущей базой клиентов;работа с клиентами;Умение принимать решение;Выездное обслуживание;,https://almaty.hh.kz/vacancy/72112133,,
Торговый представитель на категории А,129,от 250 000 KZT на руки,ТОО СВИТ Company 2016,Вакансия опубликована 26 мая 2023 в Павлодаре,Алматы,гибкий график,Полная занятость,E9,https://almaty.hh.kz/vacancy/81067125,,
Помощник на подачу пива,40,от 90 000 до 110 000 KZT на руки,ИП AV Company,Вакансия опубликована 16 мая 2023 в Павлодаре,"Павлодар, улица Академика Сатпаева, 21",полный день,Частичная занятость,Работа в команде;Грамотная речь;Активный;,https://almaty.hh.kz/vacancy/80487886,,
Мерчендайзер-аудитор,77,от 50 000 до 60 000 KZT на руки,ТОО RD Trade,Вакансия опубликована 1 мая 2023 в Павлодаре,Алматы,гибкий график,Частичная занятость,E9,https://almaty.hh.kz/vacancy/79949764,,
Event-менеджер,1,з/п не указана,ТОО Рубиком,Вакансия опубликована 19 мая 2023 в Павлодаре,"Павлодар, улица Генерала Дюсенова, 3/1",полный день,Полная занятость,"Управление проектами;MS PowerPoint;Креативность;Организация мероприятий;Внимательность к деталям, способность работать с большими массивами информации;Организация спонсорских мероприятий;Работа в условиях многозадачности;",https://almaty.hh.kz/vacancy/80723968,,Менеджмент
Администратор офиса,8,от 150 000 до 150 000 KZT на руки,ТОО Промышленный дизайн,Вакансия опубликована 28 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,MS Word;MS Excel;Навыки переговоров;Телефонные переговоры;Грамотность;Креативность;Электронная почта;Грамотная речь;Деловое общение;,https://almaty.hh.kz/vacancy/80714747,,
Монтажник технологических трубопроводов и металлоконструкций (Монтажник),78,з/п не указана,ТОО CES Kazakhstan,Вакансия опубликована 25 мая 2023 в Павлодаре,"Павлодар, улица Луначарского, 6/2",полный день,Полная занятость,Ответственность;аккуратность;субординация;умение достигать высоких результатов;умение работать в команде;Стрессоустойчивость;Монтаж оборудования;Монтаж металлоконструкций;Работа на высоте;,https://almaty.hh.kz/vacancy/81033491,,
Торговый представитель,129,от 200 000 до 500 000 KZT до вычета налогов,ТОО Рогнеда Казахстан,Вакансия опубликована 23 мая 2023 в Павлодаре,"Караганда, улица Молокова, 119",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80885986,,
Промоутер-консультант/Хостес табачный бренд,140,от 112 000 до 200 000 KZT на руки,ТОО CONTINEO,Вакансия опубликована 28 мая 2023 в Павлодаре,Алматы,полный день,Частичная занятость,Работа в команде;Проведение презентаций;Ведение переговоров;Грамотная речь;Активные продажи;,https://almaty.hh.kz/vacancy/81024791,,
Печатник офсетной печати,40,от 150 000 до 230 000 KZT на руки,ТОО Дом Печати,Вакансия опубликована 11 мая 2023 в Павлодаре,"Павлодар, улица Астана, 143",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80302414,,
Резчик поролона,85,до 200 000 KZT до вычета налогов,ТОО Тави Павлодар,Вакансия опубликована 19 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80722108,,Сервисное обслуживание/производство
Менеджер по работе с клиентами-администратор,8,от 120 000 KZT до вычета налогов,ТОО ШАРКСКИДС,Вакансия опубликована 28 мая 2023 в Павлодаре,Алматы,сменный график,Полная занятость,Работа в условиях многозадачности;,https://almaty.hh.kz/vacancy/80791900,,
Менеджер на выдачу микрокредитов в г. Павлодар,137,от 120 000 до 150 000 KZT на руки,ТОО Микрофинансовая организация Finbox,Вакансия опубликована 19 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80685937,,Финансы
HR менеджер,118,з/п не указана,ТОО Рубиком,Вакансия опубликована 22 мая 2023 в Павлодаре,"Павлодар, улица Генерала Дюсенова, 3/1",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80784791,,Менеджмент
Телеграфист службы телеграфной связи,113,от 110 000 KZT до вычета налогов,АО Транстелеком,Вакансия опубликована 29 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,Умение работать в коллективе;Пользователь ПК;Ответственность;Работа с оргтехникой;Работа с большим объемом информации;Электронная почта;,https://almaty.hh.kz/vacancy/81207851,,IT
Сервисный инженер,111,от 150 000 KZT до вычета налогов,"ООО MedIntelCompany, ТОО",Вакансия опубликована 29 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,Монтаж оборудования;Техническое обслуживание;,https://almaty.hh.kz/vacancy/81070732,,Сервисное обслуживание/производство
Медсестра/Медбрат,64,от 165 000 до 200 000 KZT до вычета налогов,ТОО ASTANA VISION PAVLODAR,Вакансия опубликована 17 мая 2023 в Павлодаре,"Павлодар, улица Академика Бектурова, 103",полный день,Полная занятость,Работа в команде;Internet;Изделия медицинского назначения;Работа с документацией;Работа в условиях многозадачности;,https://almaty.hh.kz/vacancy/80549771,,Медицина
Фаршесоставитель,85,от 285 000 до 285 000 KZT до вычета налогов,ТОО SMAK-PV,Вакансия опубликована 17 мая 2023 в Павлодаре,"Павлодар, улица Естая, 136/1",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80563842,,Сервисное обслуживание/производство
Торговый представитель на регион,129,от 300 000 KZT на руки,ТОО СВИТ Company 2016,Вакансия опубликована 25 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81039817,,
Помощник по кухне ресторана боулинга,40,от 100 000 KZT на руки,"ТОО БАТЫР-Павлодар, ТОО",Вакансия опубликована 4 мая 2023 в Павлодаре,"Павлодар, улица Камзина, 67/1",полный день,Полная занятость,Умение работать в команде;Общественное питание;,https://almaty.hh.kz/vacancy/80097347,,
Рекрутер / менеджер по подбору персонала,118,от 200 000 до 500 000 KZT до вычета налогов,Workle Pro,Вакансия опубликована 25 мая 2023 в Павлодаре,Алматы,полный день,Частичная занятость,Подбор персонала;Рекрутмент;,https://almaty.hh.kz/vacancy/81024306,,Менеджмент
Медицинский представитель,65,от 180 000 KZT на руки,ТОО Vitaman (Витамэн),Вакансия опубликована 28 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80785691,,Медицина
Инспектор отдела кадров,117,от 120 000 до 150 000 KZT до вычета налогов,ТОО Частная клиника Искакова,Вакансия опубликована 3 мая 2023 в Павлодаре,"Павлодар, улица Гагарина, 16",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80037426,,Менеджмент
Менеджер Отдела платежных карт,137,з/п не указана,"Bank RBK, АО",Вакансия опубликована 29 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81201995,,Финансы
Помощник по кухне,40,от 100 000 KZT на руки,"ТОО БАТЫР-Павлодар, ТОО",Вакансия опубликована 24 мая 2023 в Павлодаре,"Павлодар, улица Камзина, 67/1",полный день,Полная занятость,Умение работать в команде;Общественное питание;,https://almaty.hh.kz/vacancy/80942174,,
Диспетчер,39,от 130 000 до 130 000 KZT до вычета налогов,ТОО Гелиос,Вакансия опубликована 25 мая 2023 в Павлодаре,"Павлодар, Каирбаева, 94",сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/80991545,,
Тайный покупатель,40,з/п не указана,ТОО Staff-UP Consulting Group,Вакансия опубликована 10 мая 2023 в Павлодаре,Алматы,полный день,Проектная работа/разовое задание,Пользователь ПК;Телефонные переговоры;Ответственность;Аудит;Умение принимать решения;,https://almaty.hh.kz/vacancy/80239873,,
Медицинский представитель,65,от 180 000 до 500 000 KZT на руки,ТОО Новатор Фарма,Вакансия опубликована 25 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,Навыки продаж;Коммуникативные навыки;Навыки презентации;Работа в команде;Стрессоустойчивость;,https://almaty.hh.kz/vacancy/80996402,,Медицина
Психолог,101,от 100 000 до 150 000 KZT на руки,ТОО Центр психологии Семья и Детство,Вакансия опубликована 28 мая 2023 в Павлодаре,"Павлодар, улица Катаева, 24/1",полный день,Полная занятость,Пользователь ПК;Общая психология;Работа в команде;Грамотная речь;Детская психология;,https://almaty.hh.kz/vacancy/80516003,,Медицина
Менеджер/оценщик (Ломбард/ МФО),137,от 150 000 до 180 000 KZT до вычета налогов,ТОО МФО LFTech (ТМ Деньги Маркет),Вакансия опубликована 29 мая 2023 в Павлодаре,Алматы,сменный график,Полная занятость,Работа в команде;Деловое общение;Умение работать в команде;Работа с документами;оформление документации;,https://almaty.hh.kz/vacancy/81246224,,Финансы
Медицинский представитель,65,от 180 000 до 500 000 KZT на руки,ТОО Новатор Фарма,Вакансия опубликована 17 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,Навыки продаж;Коммуникативные навыки;Навыки презентации;Работа в команде;Стрессоустойчивость;,https://almaty.hh.kz/vacancy/80547746,,Медицина
Уборщик административных и служебных помещений,40,до 160 000 KZT на руки,ТОО Тави Павлодар,Вакансия опубликована 26 мая 2023 в Павлодаре,"Павлодар, Торговая улица, 7/4",полный день,Полная занятость,Работа с людьми;,https://almaty.hh.kz/vacancy/81099127,,
Региональный управляющий,8,от 180 000 до 200 000 KZT до вычета налогов,ТОО Индустрия Чистоты,Вакансия опубликована 12 мая 2023 в Павлодаре,"Павлодар, улица Шакарима Кудайбердыулы, 2/1",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80348727,,
Помощник технолога,49,от 160 000 до 180 000 KZT на руки,ТОО ПКФ Рыбный Мир,Вакансия опубликована 19 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,Электронная почта;,https://almaty.hh.kz/vacancy/80686602,,Сервисное обслуживание/производство
Оператор ресепшен,40,от 109 000 до 109 000 KZT до вычета налогов,АО TECHNODOM Operator (Технодом Оператор),Вакансия опубликована 19 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80726184,,
Посудомойщица / мойщица (Посудомойщик / мойщик) посуды,40,от 140 000 до 140 000 KZT на руки,ТОО ПродМастер ПВ,Вакансия опубликована 17 мая 2023 в Павлодаре,"Павлодар, улица Лермонтова, 49",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80557157,,
Менеджер по работе с тендерами,119,от 150 000 KZT на руки,ТОО Промышленный дизайн,Вакансия опубликована 27 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,MS Word;MS Excel;Ведение переговоров;Навыки переговоров;Телефонные переговоры;Ведение клиентской базы;Битрикс 24;Работа в команде;Грамотная речь;,https://almaty.hh.kz/vacancy/80665502,,Менеджмент
Санитарка/санитар,40,от 100 до 120 KZT на руки,ТОО Частная клиника Искакова,Вакансия опубликована 2 мая 2023 в Павлодаре,"Павлодар, улица Гагарина, 16",полный день,Полная занятость,Умение работать в команде;Работа с людьми;,https://almaty.hh.kz/vacancy/79995455,,
Технолог литейного производства,49,от 250 000 KZT до вычета налогов,ТОО Format Mach Company,Вакансия опубликована 19 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,Высшее образование;Технический контроль производства;Ведение документации;Производственный контроль;Организация производства;,https://almaty.hh.kz/vacancy/80733329,,Сервисное обслуживание/производство
Автослесарь,5,от 250 000 KZT до вычета налогов,ТОО Альянс Камкор Авто,Вакансия опубликована 26 мая 2023 в Павлодаре,"Павлодар, Торговая улица, 1",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79823991,,Сервисное обслуживание/производство
Лаборант химического анализа,49,до 150 000 KZT до вычета налогов,ТОО KSP Steel,Вакансия опубликована 29 мая 2023 в Павлодаре,Казахстан,полный день,Полная занятость,Пользователь ПК;Техническое обслуживание;Электронная почта;,https://almaty.hh.kz/vacancy/53000670,,Сервисное обслуживание/производство
Машинист насосных установок,115,от 120 000 KZT до вычета налогов,ТОО KSP Steel,Вакансия опубликована 22 мая 2023 в Павлодаре,Казахстан,полный день,Полная занятость,Пользователь ПК;Оперативный поиск информации в сети Интернет;Maple;,https://almaty.hh.kz/vacancy/72446896,,Сервисное обслуживание/производство
Эксперт-оценщик,40,от 160 000 до 160 000 KZT на руки,ТОО М-Ломбард,Вакансия опубликована 24 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,Работа в команде;Грамотная речь;Обучение персонала;Ориентация на результат;Умение работать в команде;,https://almaty.hh.kz/vacancy/80557442,,
Инженер,114,з/п не указана,ТОО Мобайл Телеком-Сервис (Объединенная Компания Tele2/ALTEL),Вакансия опубликована 16 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79588358,,IT
Агент - консультант ДНП,40,от 200 000 KZT на руки,ТОО Alina Group,Вакансия опубликована 24 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80921251,,
Мерчендайзер-грузчик,77,от 160 000 до 175 000 KZT до вычета налогов,ТОО Бэст Прайс Казахстан,Вакансия опубликована 28 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,Выкладка товаров;Мерчандайзинг;Линейная выкладка товара;Умение работать в команде;Контроль сроков годности;Точность и внимательность к деталям;,https://almaty.hh.kz/vacancy/80512677,,
Преподаватель по робототехнике,132,от 70 000 до 120 000 KZT на руки,ИП ИВАНОВ И.А. «Школа робототехники Byte»,Вакансия опубликована 8 мая 2023 в Павлодаре,Алматы,гибкий график,Частичная занятость,Пользователь ПК;Грамотная речь;Творческое мышление;Обучение;Преподаватель;Работа с детьми;Любовь к детям;Педагогика;Умение работать с детьми;,https://almaty.hh.kz/vacancy/80189148,,
Техник-лаборант,79,от 140 000 руб. на руки,ТОО Жана Роса,Вакансия опубликована 25 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80229987,,Наука
Повар холодного цеха,94,от 112 000 до 139 000 KZT на руки,ТОО Гелиос,Вакансия опубликована 17 мая 2023 в Павлодаре,"Павлодар, Каирбаева, 94",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80572749,,
Пекарь тандырной лепешки,40,от 183 000 до 200 000 KZT до вычета налогов,ТОО ПКФ Атриум,Вакансия опубликована 22 мая 2023 в Павлодаре,Алматы,сменный график,Полная занятость,Желание обучаться;Опрятный внешний вид;Чистоплотность;,https://almaty.hh.kz/vacancy/71250723,,
Оператор/слесарь на Нефтебазу,115,от 140 000 KZT до вычета налогов,ТОО Гелиос,Вакансия опубликована 17 мая 2023 в Павлодаре,"Павлодар, Каирбаева, 94",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80582180,,Сервисное обслуживание/производство
Мойщик тары,40,з/п не указана,"ФудМастер, ТМ",Вакансия опубликована 16 мая 2023 в Павлодаре,"Павлодар, улица Академика Бектурова, 139",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80476004,,
Торговый представитель,129,з/п не указана,ТОО СВИТ Company 2016,Вакансия опубликована 5 мая 2023 в Павлодаре,"Усть-Каменогорск, проспект Абая, 181/3к2",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80155158,,
Машиностроитель,128,от 140 000 до 260 000 KZT до вычета налогов,ТОО KSP Steel,Вакансия опубликована 22 мая 2023 в Павлодаре,Казахстан,полный день,Полная занятость,MS Paint;Металлообработка;Массовое производство;Машиностроение;,https://almaty.hh.kz/vacancy/72511726,,Сервисное обслуживание/производство
Сотрудник/повар-кассир ресторана BURGER KING (ТРЦ Батыр Молл),94,з/п не указана,"ТОО “QSR” ,ТМ BURGER KING",Вакансия опубликована 29 мая 2023 в Павлодаре,Алматы,гибкий график,Частичная занятость,Клиентоориентированность;Стрессоустойчивость;,https://almaty.hh.kz/vacancy/79386223,,
Инженер АСУТП,48,з/п не указана,"АО ""Полиметалл"",  Амурский филиал «Полиметалл Управляющая компания»",Вакансия опубликована 11 мая 2023 в Павлодаре,"Амурск, проспект Мира, 24А",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80266420,,Сервисное обслуживание/производство
Термист,85,з/п не указана,ТОО KSP Steel,Вакансия опубликована 22 мая 2023 в Павлодаре,Казахстан,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/44885454,,Сервисное обслуживание/производство
Оператор станков (резчик/закальщик/полировщик стекла),86,от 180 000 KZT до вычета налогов,ТОО СтеклоМир,Вакансия опубликована 23 мая 2023 в Павлодаре,"Павлодар, улица Ермухана Бекмаханова, 153",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80894728,,Сервисное обслуживание/производство
Инженер отдела материально-технического снабжения,66,от 148 000 KZT на руки,"ОАО Павлодарская Распределительная Электросетевая Компания, АО",Вакансия опубликована 25 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80991233,,Менеджмент
Врач общей практики,24,з/п не указана,ТОО СЕРВИСНЫЙ ЦЕНТР ERG,Вакансия опубликована 29 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,Пользователь ПК;Медицинская документация;Ведение документации;Работа в команде;Умение работать в команде;,https://almaty.hh.kz/vacancy/81197296,,Медицина
Электромонтер оперативно-выездной бригады,143,от 118 000 KZT на руки,"ОАО Павлодарская Распределительная Электросетевая Компания, АО",Вакансия опубликована 25 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80991222,,Сервисное обслуживание/производство
Токарь-расточник,128,от 180 000 KZT до вычета налогов,ТОО KSP Steel,Вакансия опубликована 29 мая 2023 в Павлодаре,Казахстан,полный день,Полная занятость,Точность и внимательность к деталям;Умение планировать;Творческое мышление;MS Paint;Металлообработка;,https://almaty.hh.kz/vacancy/50264408,,Сервисное обслуживание/производство
Металлург,49,от 150 000 KZT до вычета налогов,ТОО KSP Steel,Вакансия опубликована 22 мая 2023 в Павлодаре,Казахстан,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/72511419,,Сервисное обслуживание/производство
Электромонтер по надзору за трассами кабельных линий,143,от 118 000 KZT на руки,"ОАО Павлодарская Распределительная Электросетевая Компания, АО",Вакансия опубликована 25 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80991223,,Сервисное обслуживание/производство
Электромонтер по эксплуатации электросчетчиков,143,от 118 000 KZT на руки,"ОАО Павлодарская Распределительная Электросетевая Компания, АО",Вакансия опубликована 25 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80991228,,Сервисное обслуживание/производство
Инженер по охране окружающей среды,40,от 134 000 KZT на руки,"ОАО Павлодарская Распределительная Электросетевая Компания, АО",Вакансия опубликована 25 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,MS Outlook;Работа с большим объемом информации;,https://almaty.hh.kz/vacancy/80991195,,
Приемщик поездов 3 разряда,40,от 129 000 до 129 000 KZT на руки,АО ПАВЛОДАРЭНЕРГО,Вакансия опубликована 11 мая 2023 в Павлодаре,"Павлодар, улица Кривенко, 27",сменный график,Полная занятость,Умение работать в команде;Умение организовать работу;,https://almaty.hh.kz/vacancy/76847718,,
Электрик (электромонтер/электрослесарь),143,от 150 000 до 250 000 KZT до вычета налогов,ТОО KSP Steel,Вакансия опубликована 22 мая 2023 в Павлодаре,Казахстан,полный день,Полная занятость,Техническое обслуживание;3 группа по электробезопасности;Электрические сети;,https://almaty.hh.kz/vacancy/73740984,,Сервисное обслуживание/производство
"IT-наставник для детей по разработке игр (Minecraft, Roblox)",96,до 80 000 руб. на руки,Skyeng,Вакансия опубликована 10 мая 2023 в Павлодаре,Алматы,удаленная работа,Частичная занятость,Разработка компьютерных Игр;Minecraft;Roblox;Программирование для детей;Преподаватель;Преподавание;Обучение;,https://almaty.hh.kz/vacancy/80255597,,IT
Специалист по качеству Поиска со знанием казахского языка,40,от 30 000 руб. на руки,Яндекс Крауд,Вакансия опубликована 25 мая 2023 в Павлодаре,Алматы,удаленная работа,Частичная занятость,E9,https://almaty.hh.kz/vacancy/79890397,,
Кухрабочая / Кухрабочий / Помощник повара,94,от 130 000 KZT на руки,ТОО Павлодарский завод рудничной автоматики,Вакансия опубликована 10 мая 2023 в Павлодаре,"Павлодар, улица Малайсары Батыра, 74",полный день,Полная занятость,Опрятность;Работа с людьми;Разрешение спорных ситуаций;Не конфликтность;Честный;Умение работать в команде;,https://almaty.hh.kz/vacancy/80206866,,
Менеджер по работе с блогерами,40,от 10 000 до 45 000 руб. на руки,ООО Перфлюенс,Вакансия опубликована 27 мая 2023 в Павлодаре,Алматы,удаленная работа,Частичная занятость,Грамотная речь;Ведение переговоров;Поиск информации в интернет;Высокий уровень самоорганизации;удаленная работа;Дистанционная работа;Интернет маркетинг;SMM;Internet Marketing;Работа в команде;Коммуникабельность;Интернет-реклама;,https://almaty.hh.kz/vacancy/80415001,,
Оператор - свиновод,85,з/п не указана,ТОО Рубиком,Вакансия опубликована 17 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,Свиноводство;Слежение за сохранностью поголовья;Умение работать в команде;,https://almaty.hh.kz/vacancy/80548745,,Сервисное обслуживание/производство
Сотрудник/повар-кассир ресторана BURGER KING (Павлодар),94,з/п не указана,"ТОО “QSR” ,ТМ BURGER KING",Вакансия опубликована 29 мая 2023 в Павлодаре,Алматы,гибкий график,Частичная занятость,Клиентоориентированность;Стрессоустойчивость;,https://almaty.hh.kz/vacancy/77695256,,
Электромонтер по ремонту и обслуживанию электрооборудования,143,от 118 000 KZT на руки,"ОАО Павлодарская Распределительная Электросетевая Компания, АО",Вакансия опубликована 25 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80991227,,Сервисное обслуживание/производство
Инженер-химик,79,от 180 000 KZT на руки,ТОО Жана Роса,Вакансия опубликована 18 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,Контроль качества;Работа на производстве;,https://almaty.hh.kz/vacancy/80229635,,Наука
Электромонтер по ремонту воздушных линий электропередачи,143,от 118 000 KZT на руки,"ОАО Павлодарская Распределительная Электросетевая Компания, АО",Вакансия опубликована 25 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,Техническое обслуживание;Умение работать в команде;,https://almaty.hh.kz/vacancy/80991229,,Сервисное обслуживание/производство
Региональный руководитель отдела продаж,106,з/п не указана,ТОО Микрофинансовая организация Робокэш.кз,Вакансия опубликована 29 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,Организаторские навыки;Обучение персонала;Управление персоналом;Подбор персонала;Работа в команде;,https://almaty.hh.kz/vacancy/80077088,,
Машинист мостового козлового крана в Павлодар,63,от 150 000 KZT до вычета налогов,ТОО KSP Steel,Вакансия опубликована 22 мая 2023 в Павлодаре,Казахстан,сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/37229860,,
Электромонтер по ремонту и монтажу кабельных линий,143,от 118 000 KZT на руки,"ОАО Павлодарская Распределительная Электросетевая Компания, АО",Вакансия опубликована 25 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80991224,,Сервисное обслуживание/производство
Электрослесарь по ремонту оборудования распределительных устройств,115,от 118 000 KZT на руки,"ОАО Павлодарская Распределительная Электросетевая Компания, АО",Вакансия опубликована 25 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80991225,,Сервисное обслуживание/производство
Кухонный рабочий,40,з/п не указана,ТОО СЕРВИСНЫЙ ЦЕНТР ERG,Вакансия опубликована 11 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80293383,,
