Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Инженер ПТО,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Құрылыс-Сервис-СК""",Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Составление сметной стоимости строительства и разработка документации;,https://enbek.kz/ru/vacancy/inzhener-pto~2909591,Молодежная практика,Строительство и архитектура
Делопроизводитель,HR и секретариат,от 103 500 тенге,Государственное учреждение «Департамент по обеспечению качества в сфере образования Северо-Казахстанской области Комитета по обеспечению качества в сфере образования Министерства просвещения Республики Казахстан»,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Регистрация входящей и исходящей информации;,https://enbek.kz/ru/vacancy/deloproizvoditel~2909088,Молодежная практика,Менеджмент
Специалист по сопровождению программного обеспечения,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Арида-Софт""",Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Работа с программным обеспечением;,https://enbek.kz/ru/vacancy/specialist-po-soprovozhdeniyu-programmnogo-obespecheniya~2905813,Молодежная практика,IT
Инженер технической поддержки в области телекоммуникаций,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Цифровой дом""",Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,"Установка, наладка, настройка и сопровождение аппаратного и программного обеспечения;",https://enbek.kz/ru/vacancy/inzhener-tekhnicheskoi-podderzhki-v-oblasti-telekommunikacii~2906868,Молодежная практика,IT
Техник-электрик,Энергетика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Петропавловский электротехнический завод""",Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,"Монтаж, сборка и регулировка электрооборудования;",https://enbek.kz/ru/vacancy/tekhnik-elektrik~2905830,Молодежная практика,Сервисное обслуживание/производство
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Коммунальное государственное учреждение «Отдел строительства, архитектуры и градостроительства акимата города Петропавловска»",Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Начисление и перечисление налоговых и других обязательных платежей;,https://enbek.kz/ru/vacancy/bukhgalter~2905952,Молодежная практика,Финансы
Инженер по землеустройству,Строительство и архитектура,от 103 500 тенге,"""BASTAU""",Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Планирование инженерных изыскательских работ на территории КДС;,https://enbek.kz/ru/vacancy/inzhener-po-zemleustroistvu~2905185,Первое рабочее место,Строительство и архитектура
Помощник бухгалтера,Финансы и бухучет,от 103 500 тенге,"Коммунальное государственное учреждение ""Отдел предпринимательства, сельского хозяйства и ветеринарии акимата города Петропавловска""",Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Владение языками;,https://enbek.kz/ru/vacancy/pomoshchnik-bukhgaltera~2905060,Молодежная практика,Финансы
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Коммунальное государственное учреждение ""Отдел предпринимательства, сельского хозяйства и ветеринарии акимата города Петропавловска""",Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Владение языками;,https://enbek.kz/ru/vacancy/deloproizvoditel~2905061,Молодежная практика,Менеджмент
Экономист,Финансы и бухучет,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент Бюро национальной статистики Агентства по стратегическому планированию и реформам Республики Казахстан по Северо-Казахстанской области""",Вакансия опубликована 01.02.2023,Адреса нет,полный день,Проектная работа,обработка информации;,https://enbek.kz/ru/vacancy/ekonomist~2881809,Молодежная практика,Финансы
Бухгалтер (средней квалификации),Финансы и бухучет,от 103 500 тенге,ИП УШАКОВ АЛЕКСАНДР СЕРГЕЕВИЧ,Вакансия опубликована 27.01.2023,Адреса нет,полный день,Проектная работа,Составление баланса и оперативных сводных отчетов;,https://enbek.kz/ru/vacancy/bukhgalter-(srednei-kvalifikacii)~2873199,Первое рабочее место,Финансы
Экономист-аналитик,Финансы и бухучет,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент Комитета по регулированию естественных монополий Министерства национальной экономики Республики Казахстан по Северо-Казахстанской области""",Вакансия опубликована 27.01.2023,Адреса нет,полный день,Проектная работа,Экономический анализ хозяйственно-финансовой деятельности;,https://enbek.kz/ru/vacancy/ekonomist-analitik~2875227,Первое рабочее место,Финансы
Врач-эпидемиолог,Медицина и фармацевтика,от 103 500 тенге,"Филиал Республиканского государственного предприятия на праве хозяйственного ведения ""Национальный центр экспертизы"" Комитета санитарно-эпидемиологического контроля Министерства здравоохранения Республики Казахстан ""Центр дезинфекции по Северо-Казахстанской области""",Вакансия опубликована 25.01.2023,Адреса нет,полный день,Проектная работа,Эпидемиологическое обследование;,https://enbek.kz/ru/vacancy/vrach-epidemiolog~2876652,Первое рабочее место,Медицина
Маркетолог,Маркетинг и СМИ,от 103 500 тенге,"Филиал Республиканского государственного предприятия на праве хозяйственного ведения ""Национальный центр экспертизы"" Комитета санитарно-эпидемиологического контроля Министерства здравоохранения Республики Казахстан ""Центр дезинфекции по Северо-Казахстанской области""",Вакансия опубликована 25.01.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/marketolog~2876653,Первое рабочее место,Журналистика
Мастер цеха (обрабатывающая промышленность),Производство,от 103 500 тенге,CREATIV KZ,Вакансия опубликована 24.01.2023,Адреса нет,полный день,Проектная работа,Контроль состояния технологического оборудования;,https://enbek.kz/ru/vacancy/master-cekha-(obrabatyvayushchaya-promyshlennost)~2874571,Первое рабочее место,Сервисное обслуживание/производство
Оператор 3D печати,Производство,от 103 500 тенге,CREATIV KZ,Вакансия опубликована 24.01.2023,Адреса нет,полный день,Проектная работа,Вывод информации на печать;,https://enbek.kz/ru/vacancy/operator-3d-pechati~2874572,Первое рабочее место,Сервисное обслуживание/производство
