Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Актюбинская железнодорожная больница""",Вакансия опубликована 27.02.2023,Адреса нет,полный день,Проектная работа,Оказание первой медицинской помощи;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~2953510,Молодежная практика,Медицина
Фельдшер,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Актюбинская железнодорожная больница""",Вакансия опубликована 27.02.2023,Адреса нет,полный день,Проектная работа,Оказание неотложной медицинской помощи;,https://enbek.kz/ru/vacancy/feldsher~2953511,Молодежная практика,Медицина
Газосварщик,Строительство и архитектура,от 103 500 тенге,ИП Танкаев Ануар Максатович,Вакансия опубликована 27.02.2023,Адреса нет,полный день,Проектная работа,Электросварка на автоматических и полуавтоматических машинах;,https://enbek.kz/ru/vacancy/gazosvarshchik~2952931,Молодежная практика,Строительство и архитектура
Бухгалтер,Финансы и бухучет,от 103 500 тенге,ИП Асия,Вакансия опубликована 26.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2951710,Молодежная практика,Финансы
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,ИП ЖУМАБАЕВА ЛАУРА МУРАТОВНА,Вакансия опубликована 25.02.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на английском языке;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2951769,Молодежная практика,
Учитель изобразительного искусства,Образование и воспитание,от 103 500 тенге,ИП ЖУМАБАЕВА ЛАУРА МУРАТОВНА,Вакансия опубликована 25.02.2023,Адреса нет,полный день,Проектная работа,Разработка эскизов рисунков;,https://enbek.kz/ru/vacancy/uchitel-izobrazitelnogo-iskusstva~2951768,Молодежная практика,
Учитель начальных классов,Образование и воспитание,от 103 500 тенге,ИП Алитурлиева,Вакансия опубликована 24.02.2023,Адреса нет,полный день,Проектная работа,Определение  четких  целей  уроков;,https://enbek.kz/ru/vacancy/uchitel-nachalnykh-klassov~2951360,Молодежная практика,
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,ИП Алитурлиева,Вакансия опубликована 24.02.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на английском языке;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2951362,Первое рабочее место,
Учитель начальных классов,Образование и воспитание,от 103 500 тенге,Жолдас Айнұр Алдамбергенқызы,Вакансия опубликована 23.02.2023,Адреса нет,полный день,Проектная работа,Организация учебно-воспитательного процесса;,https://enbek.kz/ru/vacancy/uchitel-nachalnykh-klassov~2948938,Молодежная практика,
Электрогазосварщик,Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ТехПожСтройСервис""",Вакансия опубликована 23.02.2023,Адреса нет,полный день,Проектная работа,Автоматическая кислородная резка;,https://enbek.kz/ru/vacancy/elektrogazosvarshchik~2948218,Молодежная практика,Сервисное обслуживание/производство
Финансист,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Кредитное товарищество ""Елимай 2017""",Вакансия опубликована 23.02.2023,Адреса нет,полный день,Проектная работа,Контроль финансово-экономической деятельности организации;,https://enbek.kz/ru/vacancy/finansist~2947924,Молодежная практика,Финансы
Ассистент бухгалтера,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""КУЛ-БАС""",Вакансия опубликована 23.02.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/assistent-bukhgaltera~2937705,Молодежная практика,Финансы
Инженер ПТО,"Нефть, газ, добыча ресурсов",от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Фирма Ада Ойл""",Вакансия опубликована 23.02.2023,Адреса нет,полный день,Проектная работа,Проведение отчетных работ;,https://enbek.kz/ru/vacancy/inzhener-pto~2940338,Молодежная практика,
Учитель казахского языка и литературы,Образование и воспитание,от 103 500 тенге,ИП ЖУМАБАЕВА ЛАУРА МУРАТОВНА,Вакансия опубликована 21.02.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на казахском языке;,https://enbek.kz/ru/vacancy/uchitel-kazakhskogo-yazyka-i-literatury~2942638,Молодежная практика,
Юрист,Юриспруденция,от 103 500 тенге,"Филиал товарищества с ограниченной ответственностью ""КТЖ-Грузовые перевозки"" - ""Батыс""",Вакансия опубликована 21.02.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2932453,Молодежная практика,Юриспруденция
Картограф,Строительство и архитектура,от 103 500 тенге,"Филиал ""Батысгеодезия"" республиканского государственного предприятия на праве хозяйственного ведения ""Национальный центр геодезии и пространственной информации"" Комитета геодезии и картографии Министерства цифрового развития, инноваций и аэрокосмической промышленности Республики Казахстан",Вакансия опубликована 20.02.2023,Адреса нет,полный день,Проектная работа,Разработка программного кода географических карт;,https://enbek.kz/ru/vacancy/kartograf~2940505,Молодежная практика,Строительство и архитектура
Швея,Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Korpehouse""",Вакансия опубликована 20.02.2023,Адреса нет,полный день,Проектная работа,Подготовка эскизов и лекал;,https://enbek.kz/ru/vacancy/shveya~2939351,Молодежная практика,Сервисное обслуживание/производство
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""UNO United National Company""",Вакансия опубликована 20.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2938218,Молодежная практика,Финансы
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ысык и К""",Вакансия опубликована 20.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2938178,Молодежная практика,Финансы
Ветеринарный врач,Медицина и фармацевтика,от 103 500 тенге,"Государственное коммунальное предприятие на праве хозяйственного ведения ""Актюбинская городская ветеринарная станция"" государственного учреждения ""Управление ветеринарии Актюбинской области""",Вакансия опубликована 17.02.2023,Адреса нет,полный день,Проектная работа,"Проведение ветеринарно-санитарных, профилактических и лечебных мероприятий;",https://enbek.kz/ru/vacancy/veterinarnyi-vrach~2936817,Молодежная практика,Медицина
Административный секретарь,HR и секретариат,от 103 500 тенге,"ИП ""LinguaSchool""",Вакансия опубликована 17.02.2023,Адреса нет,полный день,Проектная работа,"Учет и хранение, передача документов в подразделения;",https://enbek.kz/ru/vacancy/administrativnyi-sekretar~2935619,Первое рабочее место,Менеджмент
Швея,Производство,от 103 500 тенге,"ИП ""Бакишева К.О""",Вакансия опубликована 17.02.2023,Адреса нет,полный день,Проектная работа,Работы по пошиву изделий по индивидуальным заказам;,https://enbek.kz/ru/vacancy/shveya~2935486,Молодежная практика,Сервисное обслуживание/производство
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Мустахим и К""",Вакансия опубликована 17.02.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на казахском языке;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2926333,Молодежная практика,
Учитель информатики,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Мустахим и К""",Вакансия опубликована 17.02.2023,Адреса нет,полный день,Проектная работа,Планирование учебного занятия;,https://enbek.kz/ru/vacancy/uchitel-informatiki~2926334,Молодежная практика,
Учитель математики (алгебра и геометрия),Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Мустахим и К""",Вакансия опубликована 17.02.2023,Адреса нет,полный день,Проектная работа,Планирование учебного занятия;,https://enbek.kz/ru/vacancy/uchitel-matematiki-(algebra-i-geometriya)~2926335,Молодежная практика,
Учитель физики,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Мустахим и К""",Вакансия опубликована 17.02.2023,Адреса нет,полный день,Проектная работа,Планирование учебного занятия;,https://enbek.kz/ru/vacancy/uchitel-fiziki~2926336,Молодежная практика,
Учитель биологии,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Мустахим и К""",Вакансия опубликована 17.02.2023,Адреса нет,полный день,Проектная работа,Планирование учебного занятия;,https://enbek.kz/ru/vacancy/uchitel-biologii~2926337,Молодежная практика,
Рекламный агент,Маркетинг и СМИ,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ТЕЛЕРАДИОКОМПАНИЯ ""ТАНДЕМ""",Вакансия опубликована 17.02.2023,Адреса нет,полный день,Проектная работа,Размещение рекламных материалов на различных площадках;,https://enbek.kz/ru/vacancy/reklamnyi-agent~2926795,Первое рабочее место,Журналистика
Офис-менеджер,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ТЕЛЕРАДИОКОМПАНИЯ ""ТАНДЕМ""",Вакансия опубликована 17.02.2023,Адреса нет,полный день,Проектная работа,Учет и регистрация документов;,https://enbek.kz/ru/vacancy/ofis-menedzher~2926796,Первое рабочее место,Менеджмент
Юрист,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ТЕЛЕРАДИОКОМПАНИЯ ""ТАНДЕМ""",Вакансия опубликована 17.02.2023,Адреса нет,полный день,Проектная работа,Заключение договоров и контрактов;,https://enbek.kz/ru/vacancy/yurist~2926811,Молодежная практика,Юриспруденция
Школьный психолог,Образование и воспитание,от 103 500 тенге,ИП Дарибаева Э.Б.,Вакансия опубликована 17.02.2023,Адреса нет,полный день,Проектная работа,Диагностика нарушений психической деятельности субъекта;,https://enbek.kz/ru/vacancy/shkolnyi-psikholog~2927191,Молодежная практика,
Учитель физической культуры и спорта,Образование и воспитание,от 103 500 тенге,ИП Дарибаева Э.Б.,Вакансия опубликована 17.02.2023,Адреса нет,полный день,Проектная работа,Проведение групповых и индивидуальных занятий;,https://enbek.kz/ru/vacancy/uchitel-fizicheskoi-kultury-i-sporta~2927196,Первое рабочее место,
Логопед,Образование и воспитание,от 103 500 тенге,ИП Дарибаева Э.Б.,Вакансия опубликована 17.02.2023,Адреса нет,полный день,Проектная работа,Оценка психологического состояния учащегося;,https://enbek.kz/ru/vacancy/logoped~2927197,Первое рабочее место,
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ботақан А""",Вакансия опубликована 16.02.2023,Адреса нет,полный день,Проектная работа,Умение выстраивать коммуникацию на нескольких языках;,https://enbek.kz/ru/vacancy/vospitatel~2931971,Молодежная практика,
Экономист,Финансы и бухучет,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент Бюро национальной статистики Агентства по стратегическому планированию и реформам Республики Казахстан по Актюбинской области""",Вакансия опубликована 15.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета;,https://enbek.kz/ru/vacancy/ekonomist~2920213,Молодежная практика,Финансы
Помощник юриста,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ЖК ""СOMFORT-CITY""",Вакансия опубликована 15.02.2023,Адреса нет,полный день,Проектная работа,Работа с претензиями;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2920475,Молодежная практика,Юриспруденция
Бухгалтер-кассир,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ЖК ""СOMFORT-CITY""",Вакансия опубликована 15.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter-kassir~2920476,Молодежная практика,Финансы
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ЖК ""СOMFORT-CITY""",Вакансия опубликована 15.02.2023,Адреса нет,полный день,Проектная работа,"Сотрудничество с родителями, социальными партнерами;",https://enbek.kz/ru/vacancy/vospitatel~2920477,Первое рабочее место,
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ЖК ""СOMFORT-CITY""",Вакансия опубликована 15.02.2023,Адреса нет,полный день,Проектная работа,Ведение делопроизводства;,https://enbek.kz/ru/vacancy/deloproizvoditel~2920478,Первое рабочее место,Менеджмент
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ЖК ""СOMFORT-CITY""",Вакансия опубликована 15.02.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/smm-menedzher~2920479,Первое рабочее место,Журналистика
Ассистент бухгалтера,Финансы и бухучет,от 103 500 тенге,ИП Молдиманова  Аида  Мұратқызы,Вакансия опубликована 15.02.2023,Адреса нет,полный день,Проектная работа,Ведение кассовых операций;,https://enbek.kz/ru/vacancy/assistent-bukhgaltera~2921695,Молодежная практика,Финансы
Бухгалтер,Финансы и бухучет,от 103 500 тенге,ИП Молдиманова  Аида  Мұратқызы,Вакансия опубликована 15.02.2023,Адреса нет,полный день,Проектная работа,"Эксплуатация контрольно-кассовой техники (ККТ), выполнение расчета с покупателями;",https://enbek.kz/ru/vacancy/bukhgalter~2921696,Молодежная практика,Финансы
Учитель изобразительного искусства,Образование и воспитание,от 103 500 тенге,Мухамбетова Улмекен,Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Владение современными технологиями и методиками преподавания;,https://enbek.kz/ru/vacancy/uchitel-izobrazitelnogo-iskusstva~2927192,Молодежная практика,
Учитель математики (алгебра и геометрия),Образование и воспитание,от 103 500 тенге,Мухамбетова Улмекен,Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Планирование учебного занятия;,https://enbek.kz/ru/vacancy/uchitel-matematiki-(algebra-i-geometriya)~2927108,Молодежная практика,
Юрист,Юриспруденция,от 103 500 тенге,"""Филиал Республиканской палаты частных судебных исполнителей в Актюбинской области - региональная палата частных судебных исполнителей Актюбинской области""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Знание нормативно-правовых актов;,https://enbek.kz/ru/vacancy/yurist~2925875,Молодежная практика,Юриспруденция
Педагог начальной школы,Образование и воспитание,от 103 500 тенге,ИП ЖУМАБАЕВА ЛАУРА МУРАТОВНА,Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Организация учебно-воспитательного процесса;,https://enbek.kz/ru/vacancy/pedagog-nachalnoi-shkoly~2925065,Молодежная практика,
Инженер по автоматизации,IT и телекоммуникации,от 103 500 тенге,"Государственное учреждение ""Отдел жилищной инспекции города Актобе""",Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,оперативность;,https://enbek.kz/ru/vacancy/inzhener-po-avtomatizacii~2924125,Молодежная практика,IT
Швея,Производство,от 103 500 тенге,IIDEALLUXX,Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Знание влияния культуры и традиций на дизайн одежды;,https://enbek.kz/ru/vacancy/shveya~2913637,Молодежная практика,Сервисное обслуживание/производство
Комплектовщик,Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Global - Safety"" /Глобал - Сафети/",Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Комплектование готовых изделий;,https://enbek.kz/ru/vacancy/komplektovshchik~2914080,Первое рабочее место,Сервисное обслуживание/производство
Архитектор-дизайнер,Строительство и архитектура,от 103 500 тенге,"ИП ""Арай""",Вакансия опубликована 11.02.2023,Адреса нет,полный день,Проектная работа,Ремонт и реставрация мозаичных полов и архитектурных деталей;,https://enbek.kz/ru/vacancy/arkhitektor-dizainer~2913678,Первое рабочее место,Строительство и архитектура
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,ИП ЖҰМАҒАЛИЕВ ӘБІЛҒАЗЫ ӘДІЛҒАЗЫҰЛЫ,Вакансия опубликована 11.02.2023,Адреса нет,полный день,Проектная работа,Разработка маркетинговых мероприятий для продвижения товара;,https://enbek.kz/ru/vacancy/smm-menedzher~2921724,Первое рабочее место,Журналистика
Аналитик-маркетолог,Маркетинг и СМИ,от 103 500 тенге,ИП ЖҰМАҒАЛИЕВ ӘБІЛҒАЗЫ ӘДІЛҒАЗЫҰЛЫ,Вакансия опубликована 11.02.2023,Адреса нет,полный день,Проектная работа,Разработка маркетинговых мероприятий для продвижения товара;,https://enbek.kz/ru/vacancy/analitik-marketolog~2921723,Первое рабочее место,Журналистика
Преподаватель (в системе дошкольного воспитания и обучения),Образование и воспитание,от 103 500 тенге,ИП ЖҰМАҒАЛИЕВ ӘБІЛҒАЗЫ ӘДІЛҒАЗЫҰЛЫ,Вакансия опубликована 11.02.2023,Адреса нет,полный день,Проектная работа,Умение выстраивать коммуникацию на нескольких языках;,https://enbek.kz/ru/vacancy/prepodavatel-(v-sisteme-doshkolnogo-vospitaniya-i-obucheniya)~2921722,Молодежная практика,
Экономист,Финансы и бухучет,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент Бюро национальной статистики Агентства по стратегическому планированию и реформам Республики Казахстан по Актюбинской области""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета;,https://enbek.kz/ru/vacancy/ekonomist~2920214,Молодежная практика,Финансы
Ассистент бухгалтера,Финансы и бухучет,от 103 500 тенге,"Республиканское государственное учреждение ""Актюбинская районная эксплуатационная часть"" Министерства обороны Республики Казахстан",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Организация бухгалтерского учета и финансово-хозяйственной деятельности;,https://enbek.kz/ru/vacancy/assistent-bukhgaltera~2910428,Молодежная практика,Финансы
Электромеханик,Энергетика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Channeltelecom""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Прокладка и сращивание электропроводов и кабелей;,https://enbek.kz/ru/vacancy/elektromekhanik~2910539,Молодежная практика,Сервисное обслуживание/производство
Маркетолог,Маркетинг и СМИ,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Жылу Құрылыс Ақтөбе""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Маркетинговая деятельность;,https://enbek.kz/ru/vacancy/marketolog~2910545,Первое рабочее место,Журналистика
Маркетолог,Маркетинг и СМИ,от 103 500 тенге,XAN studio,Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/marketolog~2910904,Молодежная практика,Журналистика
Учитель физической культуры и спорта,Культура и спорт,от 103 500 тенге,"Коммунальное государственное учреждение ""Областная специализированная детско-юношеская спортивная школа по интеллектуальным видам спорта"" государственного учреждения ""Управление физической культуры и спорта Актюбинской области""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Проведение групповых и индивидуальных занятий;,https://enbek.kz/ru/vacancy/uchitel-fizicheskoi-kultury-i-sporta~2918407,Молодежная практика,
Ассистент бухгалтера,Финансы и бухучет,от 103 500 тенге,"Коммунальное государственное учреждение ""Областная специализированная детско-юношеская спортивная школа по интеллектуальным видам спорта"" государственного учреждения ""Управление физической культуры и спорта Актюбинской области""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Учет денежных средств;,https://enbek.kz/ru/vacancy/assistent-bukhgaltera~2918408,Молодежная практика,Финансы
Дизайнер Web-сайтов,IT и телекоммуникации,от 103 500 тенге,ИП ДУЗЖАСАРОВА АКТОЛКЫН ГАРИФОЛЛАЕВНА,Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Подготовка дизайна эскизов мультимедиа;,https://enbek.kz/ru/vacancy/dizainer-web-saitov~2917137,Молодежная практика,IT
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Корпоративный фонд ""Актобе"" общественного объединения ""Казахское общество слепых""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2916345,Молодежная практика,Финансы
Программист приложений,IT и телекоммуникации,от 103 500 тенге,ИП ДОШТИЯРОВ ӘДІЛЕТ СЕРІКҰЛЫ,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Координация проверки результатов тестирования приложений;,https://enbek.kz/ru/vacancy/programmist-prilozhenii~2911819,Молодежная практика,IT
Маркетолог,Маркетинг и СМИ,от 103 500 тенге,ИП ДОШТИЯРОВ ӘДІЛЕТ СЕРІКҰЛЫ,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Разработка маркетинговых мероприятий для продвижения товара;,https://enbek.kz/ru/vacancy/marketolog~2911820,Молодежная практика,Журналистика
Специалист по международным отношениям,Маркетинг и СМИ,от 103 500 тенге,ИП ДОШТИЯРОВ ӘДІЛЕТ СЕРІКҰЛЫ,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Развитие международного партнерства;,https://enbek.kz/ru/vacancy/specialist-po-mezhdunarodnym-otnosheniyam~2911818,Первое рабочее место,Журналистика
Преподаватель (в системе дошкольного воспитания и обучения),Образование и воспитание,от 103 500 тенге,ИП ЖҰМАҒАЛИЕВ ӘБІЛҒАЗЫ ӘДІЛҒАЗЫҰЛЫ,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Умение выстраивать коммуникацию на нескольких языках;,https://enbek.kz/ru/vacancy/prepodavatel-(v-sisteme-doshkolnogo-vospitaniya-i-obucheniya)~2911729,Молодежная практика,
Помощник воспитателя,Образование и воспитание,от 103 500 тенге,ИП ЖҰМАҒАЛИЕВ ӘБІЛҒАЗЫ ӘДІЛҒАЗЫҰЛЫ,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Поддержание дисциплины в группе;,https://enbek.kz/ru/vacancy/pomoshchnik-vospitatelya~2911730,Молодежная практика,
Воспитатель,Образование и воспитание,от 103 500 тенге,ИП ЖҰМАҒАЛИЕВ ӘБІЛҒАЗЫ ӘДІЛҒАЗЫҰЛЫ,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Умение выстраивать коммуникацию на нескольких языках;,https://enbek.kz/ru/vacancy/vospitatel~2911731,Молодежная практика,
Детский психолог,Образование и воспитание,от 103 500 тенге,ИП ЖҰМАҒАЛИЕВ ӘБІЛҒАЗЫ ӘДІЛҒАЗЫҰЛЫ,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Исследование динамики психических нарушений;,https://enbek.kz/ru/vacancy/detskii-psikholog~2911732,Молодежная практика,
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,ИП Али Оразгали,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/smm-menedzher~2911570,Первое рабочее место,Журналистика
Бухгалтер,Финансы и бухучет,от 103 500 тенге,ИП Али Оразгали,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2911571,Первое рабочее место,Финансы
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,ИП Али Оразгали,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Оказание первой медицинской помощи;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~2911574,Молодежная практика,Медицина
Техник-строитель,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Бюро 19""",Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Разработка проектной документации;,https://enbek.kz/ru/vacancy/tekhnik-stroitel~2898865,Первое рабочее место,Строительство и архитектура
Бухгалтер,Финансы и бухучет,от 103 500 тенге,ИП АДИЛЬБЕКОВА ТУРСУНГУЛ БОЛАТБЕКОВНА,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2899302,Первое рабочее место,Финансы
Экономист по бухгалтерскому учету и анализу хозяйственной деятельности,Финансы и бухучет,от 103 500 тенге,ИП АДИЛЬБЕКОВА ТУРСУНГУЛ БОЛАТБЕКОВНА,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета;,https://enbek.kz/ru/vacancy/ekonomist-po-bukhgalterskomu-uchetu-i-analizu-khozyaistvennoi-deyatelnosti~2899306,Молодежная практика,Финансы
Программист 1С,IT и телекоммуникации,от 103 500 тенге,ИП МЫНБАЕВА,Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/programmist-1s~2906794,Молодежная практика,IT
Экономист,Финансы и бухучет,от 103 500 тенге,"Государственное учреждение ""Управление предпринимательства Актюбинской области""",Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Планирование инвестбюджета;,https://enbek.kz/ru/vacancy/ekonomist~2907250,Молодежная практика,Финансы
Юридический секретарь,Юриспруденция,от 103 500 тенге,"ИП ""АР+""",Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Подготовка исковых заявлений и материалов и передача их в суды;,https://enbek.kz/ru/vacancy/yuridicheskii-sekretar~2906829,Первое рабочее место,Юриспруденция
Техник-программист,IT и телекоммуникации,от 103 500 тенге,"ИП ""АР+""",Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Обслуживание локальных сетей и сетевого оборудования;,https://enbek.kz/ru/vacancy/tekhnik-programmist~2906830,Первое рабочее место,IT
Бухгалтер,Финансы и бухучет,от 103 500 тенге,РБК,Вакансия опубликована 04.02.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter~2904332,Молодежная практика,Финансы
Помощник юриста,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Актюбинский комбинат нерудных материалов""",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Работа с претензиями;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2895758,Молодежная практика,Юриспруденция
Специалист по кадрам,HR и секретариат,от 103 500 тенге,Индивидуальный предприниматель Азамат,Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Решение вопросов кадрового обеспечения;,https://enbek.kz/ru/vacancy/specialist-po-kadram~2888697,Первое рабочее место,Менеджмент
Техник-строитель,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Астра Вест Казахстан""",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Разработка проектной документации;,https://enbek.kz/ru/vacancy/tekhnik-stroitel~2898867,Первое рабочее место,Строительство и архитектура
Учитель начальных классов,Образование и воспитание,от 103 500 тенге,"""Umit"" Шығармашылық Орталығы",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Организация учебно-воспитательного процесса;,https://enbek.kz/ru/vacancy/uchitel-nachalnykh-klassov~2887089,Молодежная практика,
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,ИП ДОШТИЯРОВ ӘДІЛЕТ СЕРІКҰЛЫ,Вакансия опубликована 01.02.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/smm-menedzher~2895126,Первое рабочее место,Журналистика
Дизайнер печатных изданий,Маркетинг и СМИ,от 103 500 тенге,ИП Есенеева Д.К.,Вакансия опубликована 01.02.2023,Адреса нет,полный день,Проектная работа,Разработка дизайна;,https://enbek.kz/ru/vacancy/dizainer-pechatnykh-izdanii~2894235,Молодежная практика,Журналистика
